col_a,col_b,sub_a,sub_b,role_a,role_b,metric,effect_size,p,n_valid,p_adj
Dietary Supplement intervention Number,location/facility/address/city,Dietary Supplement intervention Number,location/facility/address/city__n_items,num,num,abs_spearman,0.04665237422081239,1.2032817836037337e-40,81786,3.5386452452725186e-40
intervention_browse/mesh_term,oversight_info/has_dmc,intervention_browse/mesh_term__n_items,oversight_info/has_dmc,num,cat,eta,0.0465970978372816,1.6675948328786014e-23,45926,4.0547682580267364e-23
condition,study_design_info/masking_num,condition__n_items,study_design_info/masking_num,num,num,abs_spearman,0.046589162110327265,3.006963093282227e-40,81170,8.811678404252753e-40
brief_title,study_design_info/primary_purpose,brief_title__n_items,study_design_info/primary_purpose,num,cat,eta,0.046580751245914175,3.649992917069529e-33,80983,1.0044554151625447e-32
dropout_rate,oversight_info/is_fda_regulated_device,dropout_rate,oversight_info/is_fda_regulated_device,num,cat,eta,0.04652423833530432,9.245701251842932e-07,11115,1.5461351016709078e-06
brief_title,ipd_info_type-Clinical Study Report (CSR),brief_title__n_items,ipd_info_type-Clinical Study Report (CSR),num,num,abs_spearman,0.04647039277835358,0.031385966744616266,2145,0.040539451074861614
intervention/intervention_name,study_design_info/primary_purpose,intervention/intervention_name__n_items,study_design_info/primary_purpose,num,cat,eta,0.046390011843470025,7.285207989128886e-33,80983,1.996002409369932e-32
Procedure intervention Number,intervention_browse/mesh_term,Procedure intervention Number,intervention_browse/mesh_term__n_items,num,num,abs_spearman,0.04628776656092386,4.336735786348256e-35,71221,1.2163418091507241e-34
eligibility/minimum_age,mortality_rate,eligibility/minimum_age__years,mortality_rate,num,num,abs_spearman,0.04623356828877569,1.005963698478847e-09,17440,1.8530910235136656e-09
oversight_info/is_fda_regulated_device,sponsors/lead_sponsor/agency_class,oversight_info/is_fda_regulated_device,sponsors/lead_sponsor/agency_class,cat,cat,cramers_v,0.04619980117413211,2.463037127176848e-05,11258,3.908459298234015e-05
Other intervention Number,Sham Comparator Arm Number,Other intervention Number,Sham Comparator Arm Number,num,num,abs_spearman,0.046196037752273704,4.674976661091441e-34,69293,1.2951301006479633e-33
intervention/intervention_name,intervention/intervention_type,intervention/intervention_name__n_items,intervention/intervention_type__n_items,num,num,abs_spearman,0.0461714907345136,7.572741253031076e-40,81786,2.2113116349920355e-39
Biological intervention Number,condition,Biological intervention Number,condition__n_items,num,num,abs_spearman,0.046166450870277397,7.719376947297922e-40,81786,2.251484942961894e-39
Other Arm Number,ipd_info_type-Analytic Code,Other Arm Number,ipd_info_type-Analytic Code,num,num,abs_spearman,0.046094296606826866,0.02740066982830856,2290,0.035686931091900825
dropout_rate,number_of_arms,dropout_rate,number_of_arms,num,num,abs_spearman,0.04604710309242367,2.6446244574129677e-19,38016,6.045898598593582e-19
Experimental Arm Number,oversight_info/has_dmc,Experimental Arm Number,oversight_info/has_dmc,num,cat,eta,0.046024403974294435,1.784221136346266e-22,44864,4.259163807704583e-22
Procedure intervention Number,sae_rate,Procedure intervention Number,sae_rate,num,num,abs_spearman,0.04601284459902455,7.197563460497383e-10,17916,1.332782801738897e-09
eligibility/maximum_age,ipd_info_type-Statistical Analysis Plan (SAP),eligibility/maximum_age__years,ipd_info_type-Statistical Analysis Plan (SAP),num,num,abs_spearman,0.04597127436917961,0.12482466199929551,1116,0.15035835437142478
approval_outcome,oversight_info/is_fda_regulated_device,approval_outcome,oversight_info/is_fda_regulated_device,num,cat,eta,0.04593605987170676,0.004489343139816338,3825,0.0062115911483538976
start_date,study_design_info/allocation,start_date__days,study_design_info/allocation,num,cat,eta,0.045835961252704685,1.2999555857547868e-16,32550,2.8336751145619696e-16
Dietary Supplement intervention Number,MaskingType-Investigator,Dietary Supplement intervention Number,MaskingType-Investigator,num,num,abs_spearman,0.04565422693137305,1.0235678929814952e-38,81170,2.9576351326267627e-38
oversight_info/is_fda_regulated_device,smiless,oversight_info/is_fda_regulated_device,smiless__n_items,cat,num,eta,0.04552553700908,1.0027058237153493e-07,13676,1.7363930117997512e-07
Other intervention Number,biology_pass,Other intervention Number,biology_pass,num,num,abs_spearman,0.04543047289989336,2.2020338884819905e-12,23862,4.353265085821597e-12
Other intervention Number,biology_fail,Other intervention Number,biology_fail,num,num,abs_spearman,0.04543047289989336,2.2020338884819905e-12,23862,4.353265085821597e-12
Biological intervention Number,Device intervention Number,Biological intervention Number,Device intervention Number,num,num,abs_spearman,0.045390303456094835,8.330302323148297e-34,71221,2.3000890303359464e-33
Dietary Supplement intervention Number,ipd_info_type-Statistical Analysis Plan (SAP),Dietary Supplement intervention Number,ipd_info_type-Statistical Analysis Plan (SAP),num,num,abs_spearman,0.04536444175662529,0.029696224662248572,2297,0.038515197435118845
icdcode,sae_YN,icdcode__n_items,sae_YN,num,num,abs_spearman,0.04534255250037048,1.2646077804539103e-09,17916,2.324371549133112e-09
approval_outcome,brief_title,approval_outcome,brief_title__n_items,num,num,abs_spearman,0.04530640510130598,2.023787715491686e-15,30683,4.283741459111448e-15
Active Comparator Arm Number,eligibility/healthy_volunteers,Active Comparator Arm Number,eligibility/healthy_volunteers,num,cat,eta,0.04523498650149513,1.0662607447114316e-32,69239,2.911712033635063e-32
patient_data/sharing_ipd,study_design_info/allocation,patient_data/sharing_ipd,study_design_info/allocation,cat,cat,cramers_v,0.04522773345549888,2.348027223064797e-05,10422,3.728337156112473e-05
Radiation intervention Number,study_design_info/allocation,Radiation intervention Number,study_design_info/allocation,num,cat,eta,0.04520828000601319,1.8529115624319886e-29,62081,4.841730002779697e-29
MaskingType-Outcomes Assessor,failure_reason,MaskingType-Outcomes Assessor,failure_reason,num,cat,eta,0.04516358470876114,4.3379213050681086e-09,20495,7.83980686770491e-09
Device intervention Number,ipd_info_type-Informed Consent Form (ICF),Device intervention Number,ipd_info_type-Informed Consent Form (ICF),num,num,abs_spearman,0.04508855617532462,0.036790384806919575,2145,0.04722319537458427
Radiation intervention Number,patient_data/sharing_ipd,Radiation intervention Number,patient_data/sharing_ipd,num,cat,eta,0.04495153866834215,1.1680163545128447e-06,13510,1.9427849002439215e-06
Other intervention Number,patient_data/sharing_ipd,Other intervention Number,patient_data/sharing_ipd,num,cat,eta,0.04483985347804508,1.2500333885915433e-06,13510,2.0778146960869464e-06
eligibility/healthy_volunteers,patient_data/sharing_ipd,eligibility/healthy_volunteers,patient_data/sharing_ipd,cat,cat,cramers_v,0.04483676046543405,1.267063728839687e-06,13509,2.1047148169562984e-06
Behavioral intervention Number,mortality_YN,Behavioral intervention Number,mortality_YN,num,num,abs_spearman,0.044783351978152884,2.011549212458256e-09,17916,3.6728139551497182e-09
eligibility/gender,number_of_arms,eligibility/gender,number_of_arms,cat,num,eta,0.04477143656007916,6.45710578363543e-31,69293,1.723513197887652e-30
Genetic intervention Number,study_design_info/intervention_model,Genetic intervention Number,study_design_info/intervention_model,num,cat,eta,0.04472415920730782,1.2516734520651818e-29,70749,3.277564308094812e-29
MaskingType-Outcomes Assessor,intervention/intervention_type,MaskingType-Outcomes Assessor,intervention/intervention_type__n_items,num,num,abs_spearman,0.04468546425536776,3.6729214694609474e-37,81170,1.0479000977738752e-36
condition_browse/mesh_term,eligibility/minimum_age,condition_browse/mesh_term__n_items,eligibility/minimum_age__years,num,num,abs_spearman,0.044652917236071,1.9032554188548718e-36,79650,5.417628540497545e-36
No Intervention Arm Number,ipd_info_type-Informed Consent Form (ICF),No Intervention Arm Number,ipd_info_type-Informed Consent Form (ICF),num,num,abs_spearman,0.0445439179087051,0.03940386392100825,2139,0.050369651154169505
failure_reason,oversight_info/is_fda_regulated_device,failure_reason,oversight_info/is_fda_regulated_device,cat,cat,cramers_v,0.04454185875723414,0.027633082518042914,4601,0.035970775305048004
MaskingType-Investigator,oversight_info/is_fda_regulated_drug,MaskingType-Investigator,oversight_info/is_fda_regulated_drug,num,cat,eta,0.04437222737100279,1.9379253512528051e-07,13750,3.328088802946248e-07
enrollment,ipd_info_type-Study Protocol,enrollment,ipd_info_type-Study Protocol,num,num,abs_spearman,0.04435497452175705,0.039968320743934645,2145,0.05096012162579661
Device intervention Number,dropout_rate,Device intervention Number,dropout_rate,num,num,abs_spearman,0.04429030839988897,4.246594561238629e-18,38302,9.498458582068402e-18
Placebo Comparator Arm Number,Sham Comparator Arm Number,Placebo Comparator Arm Number,Sham Comparator Arm Number,num,num,abs_spearman,0.04427768513641476,2.0172389726483077e-31,69293,5.436918489187684e-31
No Intervention Arm Number,brief_title,No Intervention Arm Number,brief_title__n_items,num,num,abs_spearman,0.044183311509600934,2.7010320869103315e-31,69293,7.24845003884684e-31
MaskingType-Outcomes Assessor,Other Arm Number,MaskingType-Outcomes Assessor,Other Arm Number,num,num,abs_spearman,0.044129918223731385,6.527146505628201e-35,77947,1.8204218929838472e-34
MaskingType-Outcomes Assessor,patient_data/sharing_ipd,MaskingType-Outcomes Assessor,patient_data/sharing_ipd,num,cat,eta,0.04411336811903334,1.968014688993586e-06,13493,3.243048078348184e-06
Device intervention Number,responsible_party/responsible_party_type,Device intervention Number,responsible_party/responsible_party_type,num,cat,eta,0.04410761976776183,1.985478099784192e-29,67878,5.182681804583737e-29
MaskingType-Care Provider,eligibility/gender,MaskingType-Care Provider,eligibility/gender,num,cat,eta,0.04407630649729596,1.2077507595553063e-30,70854,3.2064750400586924e-30
Placebo Comparator Arm Number,duration_month,Placebo Comparator Arm Number,duration_month,num,num,abs_spearman,0.04407570191532099,1.2075262490126097e-19,42293,2.778428452589199e-19
duration_month,ipd_info_type-Informed Consent Form (ICF),duration_month,ipd_info_type-Informed Consent Form (ICF),num,num,abs_spearman,0.044038395308830684,0.06721929981714334,1728,0.08364544819509323
MaskingType-Investigator,responsible_party/responsible_party_type,MaskingType-Investigator,responsible_party/responsible_party_type,num,cat,eta,0.04399594863291167,3.49712379282257e-29,67639,9.096987350169861e-29
ipd_info_type-Informed Consent Form (ICF),study_design_info/masking_num,ipd_info_type-Informed Consent Form (ICF),study_design_info/masking_num,num,num,abs_spearman,0.04399310531873426,0.04161981641516322,2145,0.05284887265798702
eligibility/minimum_age,number_of_arms,eligibility/minimum_age__years,number_of_arms,num,num,abs_spearman,0.04399210130510278,6.119900456738147e-34,76141,1.6935359281730842e-33
ipd_info_type-Analytic Code,study_design_info/allocation,ipd_info_type-Analytic Code,study_design_info/allocation,num,cat,eta,0.04397826083629077,0.05949095699428768,1837,0.07432630876360226
MaskingType-Outcomes Assessor,approval_outcome,MaskingType-Outcomes Assessor,approval_outcome,num,num,abs_spearman,0.04394445281579663,1.8711786549293116e-14,30351,3.887858660116505e-14
eligibility/gender,ipd_info_type-Clinical Study Report (CSR),eligibility/gender,ipd_info_type-Clinical Study Report (CSR),cat,num,eta,0.04390123860230101,0.12667252231278497,2145,0.15243642515606326
condition,enrollment,condition__n_items,enrollment,num,num,abs_spearman,0.04383494845252863,2.3400287078731735e-20,44446,5.444729718225502e-20
Placebo Comparator Arm Number,duration_year,Placebo Comparator Arm Number,duration_year,num,num,abs_spearman,0.043811873330413885,1.9851482678136744e-19,42293,4.546629903702287e-19
Placebo Comparator Arm Number,duration_day,Placebo Comparator Arm Number,duration_day,num,num,abs_spearman,0.043811873330413885,1.9851482678136744e-19,42293,4.546629903702287e-19
Other intervention Number,mortality_rate,Other intervention Number,mortality_rate,num,num,abs_spearman,0.04377911247498287,4.565958796890829e-09,17916,8.239947429392673e-09
Drug intervention Number,completion_date,Drug intervention Number,completion_date__days,num,num,abs_spearman,0.043745638702872396,1.3038601712613223e-19,42855,2.9973103844443904e-19
Placebo Comparator Arm Number,start_date,Placebo Comparator Arm Number,start_date__days,num,num,abs_spearman,0.04361781473107221,2.856167960240024e-19,42293,6.523508622423216e-19
Radiation intervention Number,intervention/intervention_type,Radiation intervention Number,intervention/intervention_type__n_items,num,num,abs_spearman,0.04343135223628257,1.8818828906513062e-35,81786,5.326285857936784e-35
intervention_browse/mesh_term,ipd_info_type-Analytic Code,intervention_browse/mesh_term__n_items,ipd_info_type-Analytic Code,num,num,abs_spearman,0.043400115280448306,0.03753596329581842,2297,0.0481553272019147
Other Arm Number,patient_data/sharing_ipd,Other Arm Number,patient_data/sharing_ipd,num,cat,eta,0.043348855330846946,3.2564091287259843e-06,13438,5.337847417469703e-06
execution_pass,ipd_info_type-Study Protocol,execution_pass,ipd_info_type-Study Protocol,num,num,abs_spearman,0.04322662553190355,0.040031077204971816,2257,0.050987814892032274
execution_fail,ipd_info_type-Study Protocol,execution_fail,ipd_info_type-Study Protocol,num,num,abs_spearman,0.04322662553190355,0.040031077204971816,2257,0.050987814892032274
MaskingType-Care Provider,patient_data/sharing_ipd,MaskingType-Care Provider,patient_data/sharing_ipd,num,cat,eta,0.043198317463729784,3.3768507642379167e-06,13493,5.531624356711419e-06
eligibility/minimum_age,phase,eligibility/minimum_age__years,phase,num,cat,eta,0.04313172957646456,6.105732710337972e-32,79650,1.6492114983902024e-31
duration_year,ipd_info_type-Informed Consent Form (ICF),duration_year,ipd_info_type-Informed Consent Form (ICF),num,num,abs_spearman,0.04302334617748972,0.07377913170471224,1728,0.09121449864985569
duration_day,ipd_info_type-Informed Consent Form (ICF),duration_day,ipd_info_type-Informed Consent Form (ICF),num,num,abs_spearman,0.04302334617748972,0.07377913170471224,1728,0.09121449864985569
Procedure intervention Number,dropout_rate,Procedure intervention Number,dropout_rate,num,num,abs_spearman,0.04288405541210812,4.604432125323998e-17,38302,1.009886481150056e-16
Device intervention Number,study_design_info/masking_num,Device intervention Number,study_design_info/masking_num,num,num,abs_spearman,0.04272905622031274,5.3332582943438206e-30,70854,1.400966898672769e-29
MaskingType-Investigator,ipd_info_type-Statistical Analysis Plan (SAP),MaskingType-Investigator,ipd_info_type-Statistical Analysis Plan (SAP),num,num,abs_spearman,0.042292266833847646,0.04268838315940157,2297,0.05415039926039454
Dietary Supplement intervention Number,approval_outcome,Dietary Supplement intervention Number,approval_outcome,num,num,abs_spearman,0.042282661170073045,1.2679469590422743e-13,30683,2.570022996101184e-13
Genetic intervention Number,duration_month,Genetic intervention Number,duration_month,num,num,abs_spearman,0.042276287690237564,2.0326707510956053e-18,42855,4.575350377239655e-18
MaskingType-Participant,sae_YN,MaskingType-Participant,sae_YN,num,num,abs_spearman,0.04226383418677703,1.5578495187973953e-08,17890,2.7731060560254496e-08
has_expanded_access,responsible_party/responsible_party_type,has_expanded_access,responsible_party/responsible_party_type,cat,cat,cramers_v,0.04225080103984848,1.0505196338171251e-26,67018,2.6638176428934245e-26
Genetic intervention Number,duration_day,Genetic intervention Number,duration_day,num,num,abs_spearman,0.042203503072744036,2.323360637109284e-18,42855,5.210786266440948e-18
Genetic intervention Number,duration_year,Genetic intervention Number,duration_year,num,num,abs_spearman,0.042203503072744036,2.323360637109284e-18,42855,5.210786266440948e-18
eligibility/gender,start_date,eligibility/gender,start_date__days,cat,num,eta,0.04214759593808525,2.8534484965057146e-17,42855,6.269513274815828e-17
Drug intervention Number,Procedure intervention Number,Drug intervention Number,Procedure intervention Number,num,num,abs_spearman,0.04214543738350561,2.2571866391173854e-29,71221,5.885738508086782e-29
Active Comparator Arm Number,mortality_rate,Active Comparator Arm Number,mortality_rate,num,num,abs_spearman,0.04201538778928803,1.89672462292462e-08,17886,3.3570945070994876e-08
Procedure intervention Number,condition_browse/mesh_term,Procedure intervention Number,condition_browse/mesh_term__n_items,num,num,abs_spearman,0.04190138898131983,4.7187029137074527e-29,71221,1.2252849258686542e-28
eligibility/minimum_age,sae_YN,eligibility/minimum_age__years,sae_YN,num,num,abs_spearman,0.04182598112233306,3.283880391908377e-08,17440,5.7508405735675234e-08
Behavioral intervention Number,location/facility/address/city,Behavioral intervention Number,location/facility/address/city__n_items,num,num,abs_spearman,0.04182162349971741,5.399880303211045e-33,81786,1.4810929970727867e-32
Combination Product intervention Number,study_design_info/masking,Combination Product intervention Number,study_design_info/masking,num,cat,eta,0.04181614257790402,1.0455055503235627e-19,75043,2.410093963408213e-19
Other intervention Number,ipd_info_type-Clinical Study Report (CSR),Other intervention Number,ipd_info_type-Clinical Study Report (CSR),num,num,abs_spearman,0.04179304760265382,0.05295023909315259,2145,0.06652241867870788
Dietary Supplement intervention Number,MaskingType-Care Provider,Dietary Supplement intervention Number,MaskingType-Care Provider,num,num,abs_spearman,0.041721404753108676,1.30924723107504e-32,81170,3.567411589058634e-32
Combination Product intervention Number,ipd_info_type-Clinical Study Report (CSR),Combination Product intervention Number,ipd_info_type-Clinical Study Report (CSR),num,num,abs_spearman,0.04156305710576931,0.05427102752965211,2145,0.06807849743118904
MaskingType-Outcomes Assessor,Procedure intervention Number,MaskingType-Outcomes Assessor,Procedure intervention Number,num,num,abs_spearman,0.041553901579261775,1.8427940559408541e-28,70854,4.750356046694007e-28
Behavioral intervention Number,duration_month,Behavioral intervention Number,duration_month,num,num,abs_spearman,0.04154146143484187,7.75594122613053e-18,42855,1.7254712575590302e-17
Other Arm Number,study_design_info/allocation,Other Arm Number,study_design_info/allocation,num,cat,eta,0.041517499851521186,4.90384300687156e-24,59269,1.2065395912946363e-23
enrollment,patient_data/sharing_ipd,enrollment,patient_data/sharing_ipd,num,cat,eta,0.04149641260386791,8.813476763999807e-06,13510,1.4212517688864062e-05
eligibility/healthy_volunteers,responsible_party/responsible_party_type,eligibility/healthy_volunteers,responsible_party/responsible_party_type,cat,cat,cramers_v,0.041495291219259274,4.3770911459825554e-26,67823,1.1042712180473757e-25
Active Comparator Arm Number,approval_outcome,Active Comparator Arm Number,approval_outcome,num,num,abs_spearman,0.04144142694022709,3.956251401550709e-10,22770,7.380844394034167e-10
Behavioral intervention Number,duration_day,Behavioral intervention Number,duration_day,num,num,abs_spearman,0.041342591114138655,1.1099721366978334e-17,42855,2.460553755302512e-17
Behavioral intervention Number,duration_year,Behavioral intervention Number,duration_year,num,num,abs_spearman,0.041342591114138655,1.1099721366978334e-17,42855,2.460553755302512e-17
Genetic intervention Number,sae_rate,Genetic intervention Number,sae_rate,num,num,abs_spearman,0.04130410539156904,3.1921707698883075e-08,17916,5.598125873798478e-08
intervention/intervention_type,study_design_info/intervention_model,intervention/intervention_type__n_items,study_design_info/intervention_model,num,cat,eta,0.04126183039376649,8.181778921555171e-29,80897,2.117887564590063e-28
eligibility/minimum_age,location/facility/address/city,eligibility/minimum_age__years,location/facility/address/city__n_items,num,num,abs_spearman,0.041239537597884686,2.4755504433918166e-31,79650,6.650532812787746e-31
Sham Comparator Arm Number,responsible_party/responsible_party_type,Sham Comparator Arm Number,responsible_party/responsible_party_type,num,cat,eta,0.04123794952706735,1.8483955136011843e-25,66924,4.634977650150296e-25
Other intervention Number,Radiation intervention Number,Other intervention Number,Radiation intervention Number,num,num,abs_spearman,0.04121333834376418,3.688337025218822e-28,71221,9.478301455707109e-28
Dietary Supplement intervention Number,ipd_info_type-Analytic Code,Dietary Supplement intervention Number,ipd_info_type-Analytic Code,num,num,abs_spearman,0.04118211164954017,0.048438732516144035,2297,0.06103968068084074
Combination Product intervention Number,patient_data/sharing_ipd,Combination Product intervention Number,patient_data/sharing_ipd,num,cat,eta,0.0411499659637979,1.0697207926555953e-05,13510,1.722784296661798e-05
Other intervention Number,condition_browse/mesh_term,Other intervention Number,condition_browse/mesh_term__n_items,num,num,abs_spearman,0.041133722947170916,4.668950122824775e-28,71221,1.1973520180825145e-27
patient_data/sharing_ipd,study_design_info/masking_num,patient_data/sharing_ipd,study_design_info/masking_num,cat,num,eta,0.0411229278408334,1.1016761661301237e-05,13493,1.773099269969791e-05
MaskingType-Participant,eligibility/gender,MaskingType-Participant,eligibility/gender,num,cat,eta,0.040853425335428906,1.9988543720498837e-26,70854,5.047919831853619e-26
intervention/intervention_name,oversight_info/is_fda_regulated_device,intervention/intervention_name__n_items,oversight_info/is_fda_regulated_device,num,cat,eta,0.040838503932885545,1.7758339394971973e-06,13676,2.934140518384664e-06
condition,oversight_info/is_fda_regulated_drug,condition__n_items,oversight_info/is_fda_regulated_drug,num,cat,eta,0.040808210492679624,1.6789841425528692e-06,13761,2.777813311746924e-06
biology_pass,patient_data/sharing_ipd,biology_pass,patient_data/sharing_ipd,num,cat,eta,0.04080058808648,0.018219832313380736,4811,0.023993790831346652
biology_fail,patient_data/sharing_ipd,biology_fail,patient_data/sharing_ipd,num,cat,eta,0.040800588086479996,0.018219832313380688,4811,0.023993790831346652
Active Comparator Arm Number,biology_fail,Active Comparator Arm Number,biology_fail,num,num,abs_spearman,0.040762142119443595,7.552257286656215e-10,22777,1.394306044378952e-09
Active Comparator Arm Number,biology_pass,Active Comparator Arm Number,biology_pass,num,num,abs_spearman,0.040762142119443595,7.552257286656215e-10,22777,1.394306044378952e-09
Dietary Supplement intervention Number,Other intervention Number,Dietary Supplement intervention Number,Other intervention Number,num,num,abs_spearman,0.04063185308758452,2.042416205778771e-27,71221,5.2108873422589795e-27
ipd_info_type-Study Protocol,phase,ipd_info_type-Study Protocol,phase,num,cat,eta,0.04060759568998552,0.2856298995379929,2297,0.32619039538231265
Other intervention Number,number_of_arms,Other intervention Number,number_of_arms,num,num,abs_spearman,0.04052610409972276,1.3747415251792525e-26,69293,3.475313011261895e-26
eligibility/gender,patient_data/sharing_ipd,eligibility/gender,patient_data/sharing_ipd,cat,cat,cramers_v,0.040313760279769094,6.688718670579421e-09,13510,1.2018413518720073e-08
icdcode,study_design_info/allocation,icdcode__n_items,study_design_info/allocation,num,cat,eta,0.0401752446474699,1.3238826749499341e-23,62081,3.231678238949495e-23
eligibility/maximum_age,oversight_info/is_fda_regulated_device,eligibility/maximum_age__years,oversight_info/is_fda_regulated_device,num,cat,eta,0.04015729621757798,0.0011362197063825641,6565,0.0016368150552815489
Other Arm Number,ipd_info_type-Statistical Analysis Plan (SAP),Other Arm Number,ipd_info_type-Statistical Analysis Plan (SAP),num,num,abs_spearman,0.04011153800454175,0.05495654109794466,2290,0.0689036350294614
Behavioral intervention Number,Biological intervention Number,Behavioral intervention Number,Biological intervention Number,num,num,abs_spearman,0.04010780458470635,1.7705079845492848e-30,81786,4.685529650271537e-30
biology_fail,eligibility/healthy_volunteers,biology_fail,eligibility/healthy_volunteers,num,cat,eta,0.040016310799650553,1.2240919742171271e-13,34303,2.483158004840458e-13
biology_pass,eligibility/healthy_volunteers,biology_pass,eligibility/healthy_volunteers,num,cat,eta,0.04001631079965054,1.2240919742171153e-13,34303,2.483158004840458e-13
intervention/intervention_name,ipd_info_type-Study Protocol,intervention/intervention_name__n_items,ipd_info_type-Study Protocol,num,num,abs_spearman,0.039839125047327374,0.056250556915335335,2297,0.07045495662026628
completion_date,sae_YN,completion_date__days,sae_YN,num,num,abs_spearman,0.0398219907199559,4.430661595284767e-06,13278,7.229280409903247e-06
Experimental Arm Number,Sham Comparator Arm Number,Experimental Arm Number,Sham Comparator Arm Number,num,num,abs_spearman,0.03973120709946031,1.2827031100315708e-25,69293,3.2229698972987396e-25
brief_title,location/facility/address/city,brief_title__n_items,location/facility/address/city__n_items,num,num,abs_spearman,0.03961706732654745,8.897749381412676e-30,81786,2.3323741785665084e-29
Behavioral intervention Number,oversight_info/is_fda_regulated_drug,Behavioral intervention Number,oversight_info/is_fda_regulated_drug,num,cat,eta,0.03953306804429993,3.50253070109882e-06,13761,5.729946538663969e-06
mortality_rate,patient_data/sharing_ipd,mortality_rate,patient_data/sharing_ipd,num,cat,eta,0.039484430615554324,0.0004295309976268194,9941,0.0006380062935461125
brief_title,ipd_info_type-Study Protocol,brief_title__n_items,ipd_info_type-Study Protocol,num,num,abs_spearman,0.039330728473815635,0.05946925984257609,2297,0.07432630876360226
Other Arm Number,eligibility/healthy_volunteers,Other Arm Number,eligibility/healthy_volunteers,num,cat,eta,0.03931739788522328,4.314572162720175e-28,78060,1.1076148578883918e-27
Device intervention Number,ipd_info_type-Analytic Code,Device intervention Number,ipd_info_type-Analytic Code,num,num,abs_spearman,0.03921635409729906,0.06938391755043695,2145,0.08616643433924828
Placebo Comparator Arm Number,eligibility/healthy_volunteers,Placebo Comparator Arm Number,eligibility/healthy_volunteers,num,cat,eta,0.03907038545239224,9.254142157195006e-28,78060,2.3683360721554676e-27
Procedure intervention Number,completion_date,Procedure intervention Number,completion_date__days,num,num,abs_spearman,0.03902840931637408,6.3561827894660995e-16,42855,1.3640016950115185e-15
Biological intervention Number,start_date,Biological intervention Number,start_date__days,num,num,abs_spearman,0.03901650181206884,6.486135436910336e-16,42855,1.3906856394065732e-15
Genetic intervention Number,eligibility/maximum_age,Genetic intervention Number,eligibility/maximum_age__years,num,num,abs_spearman,0.038917459056184635,3.459767096757163e-14,37908,7.134872394557302e-14
Device intervention Number,MaskingType-Participant,Device intervention Number,MaskingType-Participant,num,num,abs_spearman,0.03880987571999087,4.9307791318113125e-25,70854,1.232694782952828e-24
brief_title,mortality_rate,brief_title__n_items,mortality_rate,num,num,abs_spearman,0.038765185092315343,2.0991663950368086e-07,17916,3.600019662985831e-07
Biological intervention Number,eligibility/gender,Biological intervention Number,eligibility/gender,num,cat,eta,0.038749341079929334,5.780790572964975e-24,71221,1.419492546819957e-23
eligibility/gender,ipd_info_type-Informed Consent Form (ICF),eligibility/gender,ipd_info_type-Informed Consent Form (ICF),cat,num,eta,0.038733747307991076,0.20028152536062868,2145,0.234542691103281
eligibility/gender,ipd_info_type-Study Protocol,eligibility/gender,ipd_info_type-Study Protocol,cat,num,eta,0.038716982090033034,0.20056066359449362,2145,0.2346484223315992
dropout_YN,ipd_info_type-Clinical Study Report (CSR),dropout_YN,ipd_info_type-Clinical Study Report (CSR),num,num,abs_spearman,0.03867557423625281,0.07605391047057163,2105,0.09393338345893167
Sham Comparator Arm Number,smiless,Sham Comparator Arm Number,smiless__n_items,num,num,abs_spearman,0.03866817536160427,2.374658377701531e-24,69293,5.871667729938612e-24
intervention_browse/mesh_term,ipd_info_type-Study Protocol,intervention_browse/mesh_term__n_items,ipd_info_type-Study Protocol,num,num,abs_spearman,0.0385928692999141,0.06441109392420236,2297,0.08027159899781487
brief_title,mortality_YN,brief_title__n_items,mortality_YN,num,num,abs_spearman,0.03852836674444284,2.487994156040088e-07,17916,4.249254623889773e-07
completion_date,condition_browse/mesh_term,completion_date__days,condition_browse/mesh_term__n_items,num,num,abs_spearman,0.03851039453598094,1.5246063403050087e-15,42855,3.243704414090708e-15
Drug intervention Number,duration_month,Drug intervention Number,duration_month,num,num,abs_spearman,0.03840306853258398,1.824998165370896e-15,42855,3.866257835419162e-15
MaskingType-Participant,oversight_info/is_fda_regulated_drug,MaskingType-Participant,oversight_info/is_fda_regulated_drug,num,cat,eta,0.03829078035640656,7.081278031212657e-06,13750,1.1448910805181165e-05
Genetic intervention Number,intervention/intervention_name,Genetic intervention Number,intervention/intervention_name__n_items,num,num,abs_spearman,0.03827950260899561,1.6248090356638795e-24,71221,4.03765045362474e-24
ipd_info_type-Informed Consent Form (ICF),oversight_info/is_fda_regulated_device,ipd_info_type-Informed Consent Form (ICF),oversight_info/is_fda_regulated_device,num,cat,eta,0.038240471025172466,0.1451335707884067,1453,0.173643198560034
oversight_info/is_fda_regulated_drug,responsible_party/responsible_party_type,oversight_info/is_fda_regulated_drug,responsible_party/responsible_party_type,cat,cat,cramers_v,0.03821988707342075,0.0002536420937172327,11336,0.00038107654346271054
MaskingType-Participant,oversight_info/has_dmc,MaskingType-Participant,oversight_info/has_dmc,num,cat,eta,0.03814717542715206,3.123155431234092e-16,45821,6.754605088439268e-16
Placebo Comparator Arm Number,oversight_info/has_dmc,Placebo Comparator Arm Number,oversight_info/has_dmc,num,cat,eta,0.038107006953245676,6.792055306331048e-16,44864,1.4537689436892898e-15
Experimental Arm Number,dropout_YN,Experimental Arm Number,dropout_YN,num,num,abs_spearman,0.0380910627024561,1.0914916915234624e-13,38016,2.223243322488364e-13
