col_a,col_b,sub_a,sub_b,role_a,role_b,metric,effect_size,p,n_valid,p_adj
duration_month,eligibility/gender,duration_month,eligibility/gender,num,cat,eta,0.10393396048626873,8.628899162410437e-102,42855,4.053462082909251e-101
Procedure intervention Number,duration_year,Procedure intervention Number,duration_year,num,num,abs_spearman,0.10385784010230935,4.476841185639315e-103,42855,2.1353071681984064e-102
Procedure intervention Number,duration_day,Procedure intervention Number,duration_day,num,num,abs_spearman,0.10385784010230935,4.476841185639315e-103,42855,2.1353071681984064e-102
duration_day,eligibility/gender,duration_day,eligibility/gender,num,cat,eta,0.10378809996637864,1.6632698792224894e-101,42855,7.783852447962784e-101
duration_year,eligibility/gender,duration_year,eligibility/gender,num,cat,eta,0.10378809996637862,1.6632698792226312e-101,42855,7.783852447962784e-101
Placebo Comparator Arm Number,sponsors/lead_sponsor/agency_class,Placebo Comparator Arm Number,sponsors/lead_sponsor/agency_class,num,cat,eta,0.10366395953395563,5.981140947230726e-162,69293,3.801313364160705e-161
completion_date,sponsors/lead_sponsor/agency_class,completion_date__days,sponsors/lead_sponsor/agency_class,num,cat,eta,0.10337167010323439,1.853541299847903e-99,42855,8.561431468628324e-99
location/facility/address/city,oversight_info/has_dmc,location/facility/address/city__n_items,oversight_info/has_dmc,num,cat,eta,0.10324621547031423,4.823021316184985e-109,45926,2.387491627633404e-108
duration_day,icdcode,duration_day,icdcode__n_items,num,num,abs_spearman,0.10324585598301363,7.0099970291394175e-102,42855,3.299212616933987e-101
duration_year,icdcode,duration_year,icdcode__n_items,num,num,abs_spearman,0.10324585598301363,7.0099970291394175e-102,42855,3.299212616933987e-101
MaskingType-Investigator,study_design_info/primary_purpose,MaskingType-Investigator,study_design_info/primary_purpose,num,cat,eta,0.10323958263100538,1.198908314293033e-179,80406,8.345342187726014e-179
Drug intervention Number,oversight_info/is_fda_regulated_drug,Drug intervention Number,oversight_info/is_fda_regulated_drug,num,cat,eta,0.10306678910103734,8.108063026849321e-34,13761,2.2412165318932776e-33
duration_month,icdcode,duration_month,icdcode__n_items,num,num,abs_spearman,0.10291867339245477,3.030495703962026e-101,42855,1.4102587686040514e-100
execution_fail,ipd_info_type-Statistical Analysis Plan (SAP),execution_fail,ipd_info_type-Statistical Analysis Plan (SAP),num,num,abs_spearman,0.10262980571186667,1.0294131643642595e-06,2257,1.7179930916354498e-06
execution_pass,ipd_info_type-Statistical Analysis Plan (SAP),execution_pass,ipd_info_type-Statistical Analysis Plan (SAP),num,num,abs_spearman,0.10262980571186667,1.0294131643642595e-06,2257,1.7179930916354498e-06
MaskingType-Participant,execution_pass,MaskingType-Participant,execution_pass,num,num,abs_spearman,0.10227545160951113,6.867067996057787e-122,52422,3.623070906624968e-121
MaskingType-Participant,execution_fail,MaskingType-Participant,execution_fail,num,num,abs_spearman,0.10227545160951113,6.867067996057787e-122,52422,3.623070906624968e-121
intervention/intervention_name,mortality_YN,intervention/intervention_name__n_items,mortality_YN,num,num,abs_spearman,0.10221293840199713,8.115553935805065e-43,17916,2.4268533731017553e-42
MaskingType-Participant,duration_month,MaskingType-Participant,duration_month,num,num,abs_spearman,0.1019221390714095,8.041813656815266e-99,42635,3.6667719150799885e-98
oversight_info/has_dmc,study_design_info/masking,oversight_info/has_dmc,study_design_info/masking,cat,cat,cramers_v,0.10183134299947542,3.2222137766794692e-80,41228,1.321320335816581e-79
dropout_rate,patient_data/sharing_ipd,dropout_rate,patient_data/sharing_ipd,num,cat,eta,0.10179244475502951,5.158922715057382e-30,12952,1.3566056028484228e-29
Biological intervention Number,sponsors/lead_sponsor/agency_class,Biological intervention Number,sponsors/lead_sponsor/agency_class,num,cat,eta,0.10171262977341489,3.271430583994872e-160,71221,2.0685763361901416e-159
MaskingType-Participant,duration_year,MaskingType-Participant,duration_year,num,num,abs_spearman,0.10171232567767415,2.0226610670267174e-98,42635,9.188871575066532e-98
MaskingType-Participant,duration_day,MaskingType-Participant,duration_day,num,num,abs_spearman,0.10171232567767415,2.0226610670267174e-98,42635,9.188871575066532e-98
ipd_info_type-Analytic Code,location/facility/address/city,ipd_info_type-Analytic Code,location/facility/address/city__n_items,num,num,abs_spearman,0.10124154737654904,1.161691945688599e-06,2297,1.9335596014977685e-06
smiless,sponsors/lead_sponsor/agency_class,smiless__n_items,sponsors/lead_sponsor/agency_class,num,cat,eta,0.10117250452019802,1.6776934293739294e-158,71221,1.0501431163713386e-157
icdcode,intervention_browse/mesh_term,icdcode__n_items,intervention_browse/mesh_term__n_items,num,num,abs_spearman,0.10100466562864922,2.1488250149263496e-184,81786,1.5169972051397668e-183
Other Arm Number,Placebo Comparator Arm Number,Other Arm Number,Placebo Comparator Arm Number,num,num,abs_spearman,0.10063457497412907,6.012313547541968e-175,78123,4.104560210341152e-174
Procedure intervention Number,study_design_info/masking,Procedure intervention Number,study_design_info/masking,num,cat,eta,0.10052788945848423,9.962165245805381e-129,64727,5.440874865016785e-128
ipd_info_type-Clinical Study Report (CSR),start_date,ipd_info_type-Clinical Study Report (CSR),start_date__days,num,num,abs_spearman,0.10044219692628681,2.8785966577755087e-05,1728,4.5475605178462424e-05
icdcode,smiless,icdcode__n_items,smiless__n_items,num,num,abs_spearman,0.10036745717719057,4.3357816163432575e-182,81786,3.0350471314402803e-181
MaskingType-Care Provider,study_design_info/primary_purpose,MaskingType-Care Provider,study_design_info/primary_purpose,num,cat,eta,0.1002820186601055,4.063859938719904e-169,80406,2.722019392916162e-168
ipd_info_type-Clinical Study Report (CSR),study_design_info/intervention_model,ipd_info_type-Clinical Study Report (CSR),study_design_info/intervention_model,num,cat,eta,0.09992880206640836,0.00025937455803217287,2140,0.00038945364151658584
sponsors/lead_sponsor/agency_class,study_design_info/intervention_model,sponsors/lead_sponsor/agency_class,study_design_info/intervention_model,cat,cat,cramers_v,0.09979485384607663,0.0,70749,0.0
completion_date,oversight_info/has_dmc,completion_date__days,oversight_info/has_dmc,num,cat,eta,0.09947291848236511,1.6146235200056348e-32,14181,4.370740138577345e-32
oversight_info/is_fda_regulated_drug,sae_YN,oversight_info/is_fda_regulated_drug,sae_YN,cat,num,eta,0.09947020227837867,2.197755911111027e-24,10445,5.4396647799909384e-24
No Intervention Arm Number,study_design_info/intervention_model,No Intervention Arm Number,study_design_info/intervention_model,num,cat,eta,0.09927807998416924,8.618395898934199e-147,69093,5.0992175735360675e-146
Biological intervention Number,eligibility/minimum_age,Biological intervention Number,eligibility/minimum_age__years,num,num,abs_spearman,0.09920115839406425,2.5707804145886743e-173,79650,1.75024365212407e-172
oversight_info/is_fda_regulated_drug,study_design_info/primary_purpose,oversight_info/is_fda_regulated_drug,study_design_info/primary_purpose,cat,cat,cramers_v,0.09875884933854001,3.7777845359040607e-25,13761,9.453972378370183e-25
execution_pass,study_design_info/masking_num,execution_pass,study_design_info/masking_num,num,num,abs_spearman,0.09869056078074434,1.3695002815822916e-113,52422,6.973787294532776e-113
execution_fail,study_design_info/masking_num,execution_fail,study_design_info/masking_num,num,num,abs_spearman,0.09869056078074434,1.3695002815822916e-113,52422,6.973787294532776e-113
dropout_YN,start_date,dropout_YN,start_date__days,num,num,abs_spearman,0.0986346731724739,3.1225928398429515e-36,16162,8.868163665153983e-36
condition_browse/mesh_term,location/facility/address/city,condition_browse/mesh_term__n_items,location/facility/address/city__n_items,num,num,abs_spearman,0.09845276364870507,2.974763811561304e-175,81786,2.036442994966898e-174
execution_fail,responsible_party/responsible_party_type,execution_fail,responsible_party/responsible_party_type,num,cat,eta,0.09840879191780076,1.978497980230706e-86,40560,8.447710448236398e-86
execution_pass,responsible_party/responsible_party_type,execution_pass,responsible_party/responsible_party_type,num,cat,eta,0.0984087919178007,1.9784979802308184e-86,40560,8.447710448236398e-86
biology_fail,phase,biology_fail,phase,num,cat,eta,0.09836082057679503,3.1204932394897014e-72,34427,1.2116290156456104e-71
biology_pass,phase,biology_pass,phase,num,cat,eta,0.09836082057679502,3.1204932394896125e-72,34427,1.2116290156456104e-71
Radiation intervention Number,sae_rate,Radiation intervention Number,sae_rate,num,num,abs_spearman,0.09787425732030562,2.182992891675001e-39,17916,6.359598283484617e-39
Device intervention Number,smiless,Device intervention Number,smiless__n_items,num,num,abs_spearman,0.09785770194636151,4.740585388721249e-151,71221,2.838639684571639e-150
ipd_info_type-Study Protocol,sae_rate,ipd_info_type-Study Protocol,sae_rate,num,num,abs_spearman,0.09765577138268147,3.0332371927093456e-05,1818,4.779704771009971e-05
intervention_browse/mesh_term,sae_rate,intervention_browse/mesh_term__n_items,sae_rate,num,num,abs_spearman,0.09760880836020105,3.499606747501807e-39,17916,1.0183281929206079e-38
Experimental Arm Number,ipd_info_type-Analytic Code,Experimental Arm Number,ipd_info_type-Analytic Code,num,num,abs_spearman,0.0973059618117774,3.0860899896441143e-06,2290,5.062002392254537e-06
Drug intervention Number,oversight_info/is_fda_regulated_device,Drug intervention Number,oversight_info/is_fda_regulated_device,num,cat,eta,0.09722387541351922,4.390033099583658e-30,13676,1.1556390097950624e-29
intervention/intervention_name,mortality_rate,intervention/intervention_name__n_items,mortality_rate,num,num,abs_spearman,0.0971278259365862,8.203167615008526e-39,17916,2.3758591518993224e-38
MaskingType-Outcomes Assessor,study_design_info/primary_purpose,MaskingType-Outcomes Assessor,study_design_info/primary_purpose,num,cat,eta,0.09706474321411819,5.050587271942317e-158,80406,3.153444565521773e-157
eligibility/healthy_volunteers,ipd_info_type-Clinical Study Report (CSR),eligibility/healthy_volunteers,ipd_info_type-Clinical Study Report (CSR),cat,num,eta,0.09692214411868519,6.897090525422534e-06,2145,1.1158378877392576e-05
oversight_info/is_fda_regulated_drug,sae_rate,oversight_info/is_fda_regulated_drug,sae_rate,cat,num,eta,0.09689211494004998,3.253316329573538e-23,10445,7.849020465039069e-23
ipd_info_type-Clinical Study Report (CSR),study_design_info/allocation,ipd_info_type-Clinical Study Report (CSR),study_design_info/allocation,num,cat,eta,0.09685549829823374,5.6229117609275366e-05,1724,8.749490122670588e-05
Combination Product intervention Number,Drug intervention Number,Combination Product intervention Number,Drug intervention Number,num,num,abs_spearman,0.09681380145175021,1.655672080517641e-169,81786,1.1149986775301728e-168
eligibility/gender,study_design_info/primary_purpose,eligibility/gender,study_design_info/primary_purpose,cat,cat,cramers_v,0.09668252301916941,2.1574447682318145e-269,70604,1.9710478856823747e-268
duration_day,failure_reason,duration_day,failure_reason,num,cat,eta,0.09609374632390116,8.146506653581345e-14,6904,1.6675509912808601e-13
duration_year,failure_reason,duration_year,failure_reason,num,cat,eta,0.09609374632390104,8.146506653581345e-14,6904,1.6675509912808601e-13
oversight_info/is_fda_regulated_device,oversight_info/is_fda_regulated_drug,oversight_info/is_fda_regulated_device,oversight_info/is_fda_regulated_drug,cat,cat,cramers_v,0.09599147764767645,5.375532870268013e-29,13554,1.3943840482897715e-28
MaskingType-Outcomes Assessor,mortality_YN,MaskingType-Outcomes Assessor,mortality_YN,num,num,abs_spearman,0.09598072402131053,6.941333118024864e-38,17890,1.9964366664689566e-37
duration_month,failure_reason,duration_month,failure_reason,num,cat,eta,0.09596885013962096,8.845034320667434e-14,6904,1.807558411748238e-13
intervention/intervention_name,study_design_info/allocation,intervention/intervention_name__n_items,study_design_info/allocation,num,cat,eta,0.09594427744293466,7.209593748678947e-127,62081,3.903233216877382e-126
mortality_YN,number_of_arms,mortality_YN,number_of_arms,num,num,abs_spearman,0.09580264934782769,9.642386633519756e-38,17886,2.770096044427352e-37
Active Comparator Arm Number,MaskingType-Investigator,Active Comparator Arm Number,MaskingType-Investigator,num,num,abs_spearman,0.09564179221760105,3.4232777143698453e-140,69142,1.9737459675659087e-139
eligibility/minimum_age,study_design_info/masking,eligibility/minimum_age__years,study_design_info/masking,num,cat,eta,0.09523885382930733,1.650699516998396e-130,73073,9.055161809582812e-130
intervention/intervention_type,ipd_info_type-Statistical Analysis Plan (SAP),intervention/intervention_type__n_items,ipd_info_type-Statistical Analysis Plan (SAP),num,num,abs_spearman,0.09502367867784511,5.0656720317952e-06,2297,8.2383475124418e-06
patient_data/sharing_ipd,study_design_info/intervention_model,patient_data/sharing_ipd,study_design_info/intervention_model,cat,cat,cramers_v,0.09501831907952325,6.974968376404936e-48,13425,2.2108158693069215e-47
mortality_YN,oversight_info/is_fda_regulated_drug,mortality_YN,oversight_info/is_fda_regulated_drug,num,cat,eta,0.09498721826885784,2.2768571534810954e-22,10445,5.419530676628853e-22
Placebo Comparator Arm Number,phase,Placebo Comparator Arm Number,phase,num,cat,eta,0.09448869996688043,1.561974260958077e-151,78123,9.421131161361217e-151
location/facility/address/city,study_design_info/masking_num,location/facility/address/city__n_items,study_design_info/masking_num,num,num,abs_spearman,0.09435829520946167,6.942195619754315e-160,81170,4.378516780479562e-159
brief_title,intervention/intervention_name,brief_title__n_items,intervention/intervention_name__n_items,num,num,abs_spearman,0.0943233986897378,5.777155548883363e-161,81786,3.662303964024274e-160
Biological intervention Number,Experimental Arm Number,Biological intervention Number,Experimental Arm Number,num,num,abs_spearman,0.09426186682101957,1.1991958961934717e-153,78123,7.321871749485939e-153
brief_title,ipd_info_type-Informed Consent Form (ICF),brief_title__n_items,ipd_info_type-Informed Consent Form (ICF),num,num,abs_spearman,0.09419545884445475,1.2438447785145232e-05,2145,1.9967404874732496e-05
Device intervention Number,intervention_browse/mesh_term,Device intervention Number,intervention_browse/mesh_term__n_items,num,num,abs_spearman,0.09403725498855295,1.3684819649147939e-139,71221,7.871939080586256e-139
ipd_info_type-Study Protocol,sae_YN,ipd_info_type-Study Protocol,sae_YN,num,num,abs_spearman,0.09371442397208021,6.284704203623326e-05,1818,9.74874528464667e-05
MaskingType-Participant,intervention_browse/mesh_term,MaskingType-Participant,intervention_browse/mesh_term__n_items,num,num,abs_spearman,0.09366907748081323,1.4097713094095445e-157,81170,8.758204259706795e-157
oversight_info/is_fda_regulated_drug,study_design_info/masking,oversight_info/is_fda_regulated_drug,study_design_info/masking,cat,cat,cramers_v,0.09366132161631507,2.0202427719931284e-17,13609,4.4506234826267056e-17
dropout_rate,responsible_party/responsible_party_type,dropout_rate,responsible_party/responsible_party_type,num,cat,eta,0.09360857408946181,8.243836975820191e-71,36674,3.1810457895827915e-70
intervention_browse/mesh_term,study_design_info/primary_purpose,intervention_browse/mesh_term__n_items,study_design_info/primary_purpose,num,cat,eta,0.09356697987647426,1.7721468805433936e-147,80983,1.0510226725895782e-146
MaskingType-Care Provider,location/facility/address/city,MaskingType-Care Provider,location/facility/address/city__n_items,num,num,abs_spearman,0.09350782078458757,4.859512380968981e-157,81170,2.99649832920792e-156
execution_fail,study_design_info/allocation,execution_fail,study_design_info/allocation,num,cat,eta,0.0931866253451375,9.895929199886577e-77,39412,3.9535987237488976e-76
execution_pass,study_design_info/allocation,execution_pass,study_design_info/allocation,num,cat,eta,0.0931866253451375,9.895929199886577e-77,39412,3.9535987237488976e-76
Radiation intervention Number,number_of_arms,Radiation intervention Number,number_of_arms,num,num,abs_spearman,0.09312697567556366,5.292988221325456e-150,78123,3.161797050479269e-149
No Intervention Arm Number,Placebo Comparator Arm Number,No Intervention Arm Number,Placebo Comparator Arm Number,num,num,abs_spearman,0.0928976734920777,1.2579771824456977e-132,69293,6.94682955195013e-132
Other intervention Number,condition,Other intervention Number,condition__n_items,num,num,abs_spearman,0.09273802442520225,8.473912456883311e-136,71221,4.785834648944325e-135
MaskingType-Participant,Other intervention Number,MaskingType-Participant,Other intervention Number,num,num,abs_spearman,0.09251254335754863,1.8485074853153423e-134,70854,1.0345813290559969e-133
duration_day,study_design_info/allocation,duration_day,study_design_info/allocation,num,cat,eta,0.09234374874153134,1.4169072567926284e-62,32550,5.051670779239142e-62
duration_year,study_design_info/allocation,duration_year,study_design_info/allocation,num,cat,eta,0.09234374874153133,1.4169072567925086e-62,32550,5.051670779239142e-62
duration_month,study_design_info/allocation,duration_month,study_design_info/allocation,num,cat,eta,0.09222694292638105,2.0210091761577714e-62,32550,7.1848466419915045e-62
Experimental Arm Number,study_design_info/primary_purpose,Experimental Arm Number,study_design_info/primary_purpose,num,cat,eta,0.09222537814437064,1.5843287426768385e-137,77416,9.050705575981478e-137
Procedure intervention Number,mortality_rate,Procedure intervention Number,mortality_rate,num,num,abs_spearman,0.09182228350355477,7.462126022033598e-35,17916,2.0788546148826784e-34
eligibility/healthy_volunteers,smiless,eligibility/healthy_volunteers,smiless__n_items,cat,num,eta,0.09176491343025571,4.176654622290358e-152,81613,2.5314601796076924e-151
completion_date,ipd_info_type-Analytic Code,completion_date__days,ipd_info_type-Analytic Code,num,num,abs_spearman,0.0916035463053416,0.00013720581506090128,1728,0.00020943270910708827
Drug intervention Number,icdcode,Drug intervention Number,icdcode__n_items,num,num,abs_spearman,0.0914071464808849,3.006333877532416e-151,81786,1.8088958076678096e-150
location/facility/address/city,number_of_arms,location/facility/address/city__n_items,number_of_arms,num,num,abs_spearman,0.09135686028841244,2.0854497001807287e-144,78123,1.2280432476182726e-143
execution_pass,intervention/intervention_name,execution_pass,intervention/intervention_name__n_items,num,num,abs_spearman,0.09116166299478322,8.990550127402426e-98,52772,4.054721790670604e-97
execution_fail,intervention/intervention_name,execution_fail,intervention/intervention_name__n_items,num,num,abs_spearman,0.09116166299478322,8.990550127402426e-98,52772,4.054721790670604e-97
duration_month,smiless,duration_month,smiless__n_items,num,num,abs_spearman,0.09070477742727508,5.642790480031955e-79,42855,2.302517954495798e-78
Placebo Comparator Arm Number,Procedure intervention Number,Placebo Comparator Arm Number,Procedure intervention Number,num,num,abs_spearman,0.09056183651665713,4.1044344752327066e-126,69293,2.207688240466077e-125
ipd_info_type-Statistical Analysis Plan (SAP),oversight_info/has_dmc,ipd_info_type-Statistical Analysis Plan (SAP),oversight_info/has_dmc,num,cat,eta,0.09048555697130019,3.925269002449879e-05,2059,6.146372697597951e-05
sponsors/lead_sponsor/agency_class,study_design_info/primary_purpose,sponsors/lead_sponsor/agency_class,study_design_info/primary_purpose,cat,cat,cramers_v,0.09046650258975848,0.0,70604,0.0
duration_day,smiless,duration_day,smiless__n_items,num,num,abs_spearman,0.09043434055696724,1.6307781817003674e-78,42855,6.621705525368322e-78
duration_year,smiless,duration_year,smiless__n_items,num,num,abs_spearman,0.09043434055696724,1.6307781817003674e-78,42855,6.621705525368322e-78
duration_day,oversight_info/is_fda_regulated_drug,duration_day,oversight_info/is_fda_regulated_drug,num,cat,eta,0.09029533868410362,3.100629950251424e-19,9820,7.068867363646595e-19
duration_year,oversight_info/is_fda_regulated_drug,duration_year,oversight_info/is_fda_regulated_drug,num,cat,eta,0.09029533868410362,3.10062995025139e-19,9820,7.068867363646595e-19
Placebo Comparator Arm Number,ipd_info_type-Informed Consent Form (ICF),Placebo Comparator Arm Number,ipd_info_type-Informed Consent Form (ICF),num,num,abs_spearman,0.09027404390890524,2.899590101814045e-05,2139,4.577815376752161e-05
duration_month,oversight_info/is_fda_regulated_drug,duration_month,oversight_info/is_fda_regulated_drug,num,cat,eta,0.09020329740235096,3.3697064574951904e-19,9820,7.675270895394637e-19
condition,ipd_info_type-Statistical Analysis Plan (SAP),condition__n_items,ipd_info_type-Statistical Analysis Plan (SAP),num,num,abs_spearman,0.09014550767629122,1.5124586787125738e-05,2297,2.4216880261602745e-05
completion_date,smiless,completion_date__days,smiless__n_items,num,num,abs_spearman,0.08994974946824973,1.0834169196064461e-77,42855,4.38483883586648e-77
No Intervention Arm Number,phase,No Intervention Arm Number,phase,num,cat,eta,0.08989303550993896,1.5866161306528166e-121,69293,8.353265009898833e-121
dropout_rate,oversight_info/is_fda_regulated_drug,dropout_rate,oversight_info/is_fda_regulated_drug,num,cat,eta,0.08981159971687708,1.7464080960141466e-21,11191,4.1174801884204496e-21
Procedure intervention Number,study_design_info/masking_num,Procedure intervention Number,study_design_info/masking_num,num,num,abs_spearman,0.08965431928428974,2.2812123019612522e-126,70854,1.2296773471526488e-125
intervention_browse/mesh_term,study_design_info/masking_num,intervention_browse/mesh_term__n_items,study_design_info/masking_num,num,num,abs_spearman,0.08944671140016094,8.166472654497625e-144,81170,4.797561358493286e-143
Dietary Supplement intervention Number,study_design_info/primary_purpose,Dietary Supplement intervention Number,study_design_info/primary_purpose,num,cat,eta,0.08882714598324626,2.6265038554355194e-132,80983,1.447197800611367e-131
Drug intervention Number,sponsors/lead_sponsor/agency_class,Drug intervention Number,sponsors/lead_sponsor/agency_class,num,cat,eta,0.08863806069677492,1.977862061406696e-121,71221,1.0391093493859703e-120
Radiation intervention Number,start_date,Radiation intervention Number,start_date__days,num,num,abs_spearman,0.08855354158025909,2.3951911735495966e-75,42855,9.47778672973049e-75
Radiation intervention Number,study_design_info/intervention_model,Radiation intervention Number,study_design_info/intervention_model,num,cat,eta,0.08852245856316883,2.056727825478015e-136,80897,1.166887818792892e-135
MaskingType-Participant,location/facility/address/city,MaskingType-Participant,location/facility/address/city__n_items,num,num,abs_spearman,0.08836388982689924,2.177164758185444e-140,81170,1.2581987032769367e-139
Drug intervention Number,study_design_info/allocation,Drug intervention Number,study_design_info/allocation,num,cat,eta,0.08832264076962014,9.727588568385905e-108,62081,4.7772841091776633e-107
eligibility/gender,sae_YN,eligibility/gender,sae_YN,cat,num,eta,0.088293941721407,3.608481819597942e-31,17916,9.67322256925662e-31
Other intervention Number,study_design_info/masking_num,Other intervention Number,study_design_info/masking_num,num,num,abs_spearman,0.08828677552160476,1.375906621323302e-122,70854,7.290251501041376e-122
Biological intervention Number,study_design_info/intervention_model,Biological intervention Number,study_design_info/intervention_model,num,cat,eta,0.08817692390886392,2.4586752484301985e-135,80897,1.3791891630584748e-134
Active Comparator Arm Number,Other Arm Number,Active Comparator Arm Number,Other Arm Number,num,num,abs_spearman,0.08807783891855271,2.2681369747087293e-119,69293,1.1816185287528705e-118
MaskingType-Care Provider,ipd_info_type-Analytic Code,MaskingType-Care Provider,ipd_info_type-Analytic Code,num,num,abs_spearman,0.0871965402975733,2.8545661742749493e-05,2297,4.512466248774332e-05
icdcode,study_design_info/primary_purpose,icdcode__n_items,study_design_info/primary_purpose,num,cat,eta,0.08716898116905995,3.4166443494897115e-127,80983,1.8537906568737845e-126
completion_date,oversight_info/is_fda_regulated_drug,completion_date__days,oversight_info/is_fda_regulated_drug,num,cat,eta,0.08681875626778734,6.779820165093043e-18,9820,1.5096642571914167e-17
Device intervention Number,study_design_info/primary_purpose,Device intervention Number,study_design_info/primary_purpose,num,cat,eta,0.08678100922303873,3.5096771505298276e-109,70604,1.7443095438133244e-108
eligibility/gender,study_design_info/intervention_model,eligibility/gender,study_design_info/intervention_model,cat,cat,cramers_v,0.08676994684546664,1.1685386297111415e-224,70749,9.489602924288191e-224
Placebo Comparator Arm Number,Radiation intervention Number,Placebo Comparator Arm Number,Radiation intervention Number,num,num,abs_spearman,0.08658090808025973,7.47704965988193e-130,78123,4.092614186080749e-129
icdcode,sae_rate,icdcode__n_items,sae_rate,num,num,abs_spearman,0.08622139898125772,6.455544973384627e-31,17916,1.723513197887652e-30
duration_month,study_design_info/masking_num,duration_month,study_design_info/masking_num,num,num,abs_spearman,0.08621016437684624,3.8783618954036395e-71,42635,1.4988692550665698e-70
MaskingType-Care Provider,mortality_YN,MaskingType-Care Provider,mortality_YN,num,num,abs_spearman,0.08612817893291258,8.23587205212022e-31,17890,2.1912357654730994e-30
intervention/intervention_name,sae_YN,intervention/intervention_name__n_items,sae_YN,num,num,abs_spearman,0.08612483488274711,7.509925184138e-31,17916,2.0023781204488123e-30
duration_day,study_design_info/masking_num,duration_day,study_design_info/masking_num,num,num,abs_spearman,0.08600268408696218,8.37416841831725e-71,42635,3.221332588160738e-70
duration_year,study_design_info/masking_num,duration_year,study_design_info/masking_num,num,num,abs_spearman,0.08600268408696218,8.37416841831725e-71,42635,3.221332588160738e-70
completion_date,ipd_info_type-Informed Consent Form (ICF),completion_date__days,ipd_info_type-Informed Consent Form (ICF),num,num,abs_spearman,0.08591555542828357,0.00034959812565327143,1728,0.0005214593891046695
brief_title,study_design_info/intervention_model,brief_title__n_items,study_design_info/intervention_model,num,cat,eta,0.08528828142131811,1.699363948081026e-126,80897,9.18025958908989e-126
Procedure intervention Number,ipd_info_type-Statistical Analysis Plan (SAP),Procedure intervention Number,ipd_info_type-Statistical Analysis Plan (SAP),num,num,abs_spearman,0.08526742106068515,7.685919896652573e-05,2145,0.00011877805312923907
Active Comparator Arm Number,study_design_info/primary_purpose,Active Comparator Arm Number,study_design_info/primary_purpose,num,cat,eta,0.08507615137435855,1.0591874460721904e-102,68722,5.042300389826423e-102
condition,mortality_YN,condition__n_items,mortality_YN,num,num,abs_spearman,0.08505354916221078,3.9774394081511055e-30,17916,1.0481375322646338e-29
MaskingType-Participant,Procedure intervention Number,MaskingType-Participant,Procedure intervention Number,num,num,abs_spearman,0.08501057319286022,9.040191524843398e-114,70854,4.62240245663289e-113
MaskingType-Care Provider,dropout_YN,MaskingType-Care Provider,dropout_YN,num,num,abs_spearman,0.08482152267934667,5.751819346795469e-62,38218,2.0360785009667722e-61
MaskingType-Investigator,duration_month,MaskingType-Investigator,duration_month,num,num,abs_spearman,0.08453727092671894,1.8234540297599551e-68,42635,6.865580702959831e-68
MaskingType-Investigator,patient_data/sharing_ipd,MaskingType-Investigator,patient_data/sharing_ipd,num,cat,eta,0.0845236282233256,9.934273069992694e-22,13493,2.3511112932316043e-21
ipd_info_type-Study Protocol,start_date,ipd_info_type-Study Protocol,start_date__days,num,num,abs_spearman,0.08452112893996941,0.0004360757680681052,1728,0.0006461826378349681
MaskingType-Outcomes Assessor,dropout_YN,MaskingType-Outcomes Assessor,dropout_YN,num,num,abs_spearman,0.08439133367364438,2.3465499353499894e-61,38218,8.259456925417455e-61
eligibility/gender,sponsors/lead_sponsor/agency_class,eligibility/gender,sponsors/lead_sponsor/agency_class,cat,cat,cramers_v,0.08422073049022161,5.13726819280355e-215,71221,4.027164498144108e-214
MaskingType-Investigator,duration_day,MaskingType-Investigator,duration_day,num,num,abs_spearman,0.08411484473854469,8.459065735872511e-68,42635,3.1657798725366254e-67
MaskingType-Investigator,duration_year,MaskingType-Investigator,duration_year,num,num,abs_spearman,0.08411484473854469,8.459065735872511e-68,42635,3.1657798725366254e-67
location/facility/address/city,study_design_info/primary_purpose,location/facility/address/city__n_items,study_design_info/primary_purpose,num,cat,eta,0.08406379946780355,6.947577810117091e-118,80983,3.596818928779369e-117
MaskingType-Care Provider,oversight_info/has_dmc,MaskingType-Care Provider,oversight_info/has_dmc,num,cat,eta,0.08388143024264584,2.474983841847198e-72,45821,9.670337809733155e-72
MaskingType-Investigator,Other intervention Number,MaskingType-Investigator,Other intervention Number,num,num,abs_spearman,0.08379126967883632,1.4182863978740367e-110,70854,7.134497365823849e-110
sponsors/lead_sponsor/agency_class,start_date,sponsors/lead_sponsor/agency_class,start_date__days,cat,num,eta,0.08372299410769656,4.885757493873951e-65,42855,1.7986825736706324e-64
ipd_info_type-Analytic Code,ipd_info_type-Clinical Study Report (CSR),ipd_info_type-Analytic Code,ipd_info_type-Clinical Study Report (CSR),num,num,abs_spearman,0.08370772966484882,0.0001038545028822674,2145,0.00015911124516796208
biology_fail,sae_rate,biology_fail,sae_rate,num,num,abs_spearman,0.08362544411537778,1.8401218355186372e-10,5792,3.482637289614481e-10
biology_pass,sae_rate,biology_pass,sae_rate,num,num,abs_spearman,0.08362544411537778,1.8401218355186372e-10,5792,3.482637289614481e-10
condition_browse/mesh_term,dropout_YN,condition_browse/mesh_term__n_items,dropout_YN,num,num,abs_spearman,0.08352318355697225,2.917582854126764e-60,38302,1.0168574183036478e-59
Biological intervention Number,responsible_party/responsible_party_type,Biological intervention Number,responsible_party/responsible_party_type,num,cat,eta,0.08347367532243544,8.754709052237371e-104,67878,4.208017793967092e-103
