col_a,col_b,metric,effect_size,p,p_adj,n_valid,via_feat_a,via_feat_b
Other Arm Number,Placebo Comparator Arm Number,abs_spearman,0.10063457497412907,6.012313547541968e-175,4.66356910216704e-174,78123,Other Arm Number,Placebo Comparator Arm Number
Procedure intervention Number,study_design_info/masking,eta,0.10052788945848423,9.962165245805381e-129,6.127172429942247e-128,64727,Procedure intervention Number,study_design_info/masking
ipd_info_type-Clinical Study Report (CSR),start_date,abs_spearman,0.10044219692628681,2.8785966577755087e-05,4.954493999886029e-05,1728,ipd_info_type-Clinical Study Report (CSR),start_date__days
icdcode,smiless,abs_spearman,0.10036745717719057,4.3357816163432575e-182,3.439918063194708e-181,81786,icdcode__n_items,smiless__n_items
MaskingType-Care Provider,study_design_info/primary_purpose,eta,0.1002820186601055,4.063859938719904e-169,3.0969108085639624e-168,80406,MaskingType-Care Provider,study_design_info/primary_purpose
intervention_browse/mesh_term,responsible_party/responsible_party_type,eta,0.10001948398478229,6.477335067466405e-149,4.353721346121036e-148,67878,intervention_browse/mesh_term__is_nn,responsible_party/responsible_party_type
ipd_info_type-Clinical Study Report (CSR),study_design_info/intervention_model,eta,0.09992880206640836,0.00025937455803217287,0.00042495360167930257,2140,ipd_info_type-Clinical Study Report (CSR),study_design_info/intervention_model
sponsors/lead_sponsor/agency_class,study_design_info/intervention_model,cramers_v,0.09979485384607663,0.0,0.0,70749,sponsors/lead_sponsor/agency_class,study_design_info/intervention_model
intervention_browse/mesh_term,study_design_info/primary_purpose,eta,0.09966548216501159,3.342867371189622e-168,2.5143861720528e-167,80983,intervention_browse/mesh_term__is_nn,study_design_info/primary_purpose
completion_date,oversight_info/has_dmc,eta,0.09947291848236511,1.6146235200056348e-32,4.832744816554333e-32,14181,oversight_info/has_dmc,completion_date__days
oversight_info/is_fda_regulated_drug,sae_YN,eta,0.09947020227837867,2.197755911111027e-24,6.004089458420455e-24,10445,oversight_info/is_fda_regulated_drug,sae_YN
No Intervention Arm Number,study_design_info/intervention_model,eta,0.09927807998416924,8.618395898934199e-147,5.75940879784545e-146,69093,No Intervention Arm Number,study_design_info/intervention_model
Biological intervention Number,eligibility/minimum_age,abs_spearman,0.09920115839406425,2.5707804145886743e-173,1.9896351761014796e-172,79650,Biological intervention Number,eligibility/minimum_age__years
Biological intervention Number,intervention_browse/mesh_term,abs_spearman,0.09887825166481085,9.243379496161563e-177,7.267136594832903e-176,81786,Biological intervention Number,intervention_browse/mesh_term__is_nn
oversight_info/is_fda_regulated_drug,study_design_info/primary_purpose,cramers_v,0.09875884933854001,3.7777845359040607e-25,1.0435454103550565e-24,13761,oversight_info/is_fda_regulated_drug,study_design_info/primary_purpose
execution_fail,study_design_info/masking_num,abs_spearman,0.09869056078074434,1.3695002815822916e-113,7.827324800161947e-113,52422,study_design_info/masking_num,execution_fail
execution_pass,study_design_info/masking_num,abs_spearman,0.09869056078074434,1.3695002815822916e-113,7.827324800161947e-113,52422,study_design_info/masking_num,execution_pass
dropout_YN,start_date,abs_spearman,0.0986346731724739,3.1225928398429515e-36,9.802177162108632e-36,16162,dropout_YN,start_date__days
Experimental Arm Number,completion_date,abs_spearman,0.09850217836064558,1.1585717359026481e-167,8.676803410046772e-167,78123,Experimental Arm Number,completion_date__is_nn
Experimental Arm Number,start_date,abs_spearman,0.09850217836064558,1.1585717359026481e-167,8.676803410046772e-167,78123,Experimental Arm Number,start_date__is_nn
execution_fail,responsible_party/responsible_party_type,eta,0.09840879191780076,1.978497980230706e-86,9.290919569327154e-86,40560,responsible_party/responsible_party_type,execution_fail
execution_pass,responsible_party/responsible_party_type,eta,0.0984087919178007,1.9784979802308184e-86,9.290919569327154e-86,40560,responsible_party/responsible_party_type,execution_pass
biology_fail,phase,eta,0.09836082057679503,3.1204932394897014e-72,1.3354327595106789e-71,34427,phase,biology_fail
biology_pass,phase,eta,0.09836082057679502,3.1204932394896125e-72,1.3354327595106789e-71,34427,phase,biology_pass
Radiation intervention Number,sae_rate,abs_spearman,0.09787425732030562,2.182992891675001e-39,7.056651440530817e-39,17916,Radiation intervention Number,sae_rate
ipd_info_type-Study Protocol,sae_rate,abs_spearman,0.09765577138268147,3.0332371927093456e-05,5.210330817926335e-05,1818,ipd_info_type-Study Protocol,sae_rate
intervention_browse/mesh_term,sae_rate,abs_spearman,0.09760880836020105,3.499606747501807e-39,1.1302168631569497e-38,17916,intervention_browse/mesh_term__n_items,sae_rate
Experimental Arm Number,ipd_info_type-Analytic Code,abs_spearman,0.0973059618117774,3.0860899896441143e-06,5.505216998980133e-06,2290,Experimental Arm Number,ipd_info_type-Analytic Code
Drug intervention Number,oversight_info/is_fda_regulated_device,eta,0.09722387541351922,4.390033099583658e-30,1.278739733533379e-29,13676,Drug intervention Number,oversight_info/is_fda_regulated_device
intervention/intervention_name,mortality_rate,abs_spearman,0.0971278259365862,8.203167615008526e-39,2.637003465509216e-38,17916,intervention/intervention_name__n_items,mortality_rate
MaskingType-Outcomes Assessor,study_design_info/primary_purpose,eta,0.09706474321411819,5.050587271942317e-158,3.567233896341372e-157,80406,MaskingType-Outcomes Assessor,study_design_info/primary_purpose
eligibility/healthy_volunteers,ipd_info_type-Clinical Study Report (CSR),eta,0.09692214411868519,6.897090525422534e-06,1.2147688583802993e-05,2145,eligibility/healthy_volunteers,ipd_info_type-Clinical Study Report (CSR)
oversight_info/is_fda_regulated_drug,sae_rate,eta,0.09689211494004998,3.253316329573538e-23,8.683006332771155e-23,10445,oversight_info/is_fda_regulated_drug,sae_rate
ipd_info_type-Clinical Study Report (CSR),study_design_info/allocation,eta,0.09685549829823374,5.6229117609275366e-05,9.522231174085376e-05,1724,ipd_info_type-Clinical Study Report (CSR),study_design_info/allocation
Combination Product intervention Number,Drug intervention Number,abs_spearman,0.09681380145175021,1.655672080517641e-169,1.2672820440085466e-168,81786,Combination Product intervention Number,Drug intervention Number
eligibility/gender,study_design_info/primary_purpose,cramers_v,0.09668252301916941,2.1574447682318145e-269,2.21808300875904e-268,70604,eligibility/gender,study_design_info/primary_purpose
duration_day,failure_reason,eta,0.09609374632390116,8.146506653581345e-14,1.8466477900323009e-13,6904,duration_day,failure_reason
duration_year,failure_reason,eta,0.09609374632390104,8.146506653581345e-14,1.8466477900323009e-13,6904,duration_year,failure_reason
oversight_info/is_fda_regulated_device,oversight_info/is_fda_regulated_drug,cramers_v,0.09599147764767645,5.375532870268013e-29,1.5437997292711855e-28,13554,oversight_info/is_fda_regulated_device,oversight_info/is_fda_regulated_drug
MaskingType-Outcomes Assessor,mortality_YN,abs_spearman,0.09598072402131053,6.941333118024864e-38,2.214980035366061e-37,17890,MaskingType-Outcomes Assessor,mortality_YN
duration_month,failure_reason,eta,0.09596885013962096,8.845034320667434e-14,2.002377476502888e-13,6904,duration_month,failure_reason
intervention/intervention_name,study_design_info/allocation,eta,0.09594427744293466,7.209593748678947e-127,4.3876249171032126e-126,62081,intervention/intervention_name__n_items,study_design_info/allocation
mortality_YN,number_of_arms,abs_spearman,0.09580264934782769,9.642386633519756e-38,3.071245971721462e-37,17886,number_of_arms,mortality_YN
Active Comparator Arm Number,MaskingType-Investigator,abs_spearman,0.09564179221760105,3.4232777143698453e-140,2.223530851857049e-139,69142,Active Comparator Arm Number,MaskingType-Investigator
eligibility/minimum_age,study_design_info/masking,eta,0.09523885382930733,1.650699516998396e-130,1.0206727440514994e-129,73073,eligibility/minimum_age__years,study_design_info/masking
intervention/intervention_type,ipd_info_type-Statistical Analysis Plan (SAP),abs_spearman,0.09502367867784511,5.0656720317952e-06,8.972074572114332e-06,2297,ipd_info_type-Statistical Analysis Plan (SAP),intervention/intervention_type__n_items
patient_data/sharing_ipd,study_design_info/intervention_model,cramers_v,0.09501831907952325,6.974968376404936e-48,2.450759869363716e-47,13425,patient_data/sharing_ipd,study_design_info/intervention_model
mortality_YN,oversight_info/is_fda_regulated_drug,eta,0.09498721826885784,2.2768571534810954e-22,5.993998945717277e-22,10445,oversight_info/is_fda_regulated_drug,mortality_YN
Placebo Comparator Arm Number,phase,eta,0.09448869996688043,1.561974260958077e-151,1.0684764875648266e-150,78123,Placebo Comparator Arm Number,phase
location/facility/address/city,study_design_info/masking_num,abs_spearman,0.09435829520946167,6.942195619754315e-160,4.943469216935707e-159,81170,location/facility/address/city__n_items,study_design_info/masking_num
brief_title,intervention/intervention_name,abs_spearman,0.0943233986897378,5.777155548883363e-161,4.1307850889649554e-160,81786,brief_title__n_items,intervention/intervention_name__n_items
Biological intervention Number,Experimental Arm Number,abs_spearman,0.09426186682101957,1.1991958961934717e-153,8.301206651936881e-153,78123,Biological intervention Number,Experimental Arm Number
brief_title,ipd_info_type-Informed Consent Form (ICF),abs_spearman,0.09419545884445475,1.2438447785145232e-05,2.1753198819013424e-05,2145,brief_title__n_items,ipd_info_type-Informed Consent Form (ICF)
condition_browse/mesh_term,execution_fail,abs_spearman,0.09415466228666526,3.3813379018249814e-104,1.8021701240554923e-103,52772,condition_browse/mesh_term__is_nn,execution_fail
condition_browse/mesh_term,execution_pass,abs_spearman,0.09415466228666526,3.3813379018249814e-104,1.8021701240554923e-103,52772,condition_browse/mesh_term__is_nn,execution_pass
ipd_info_type-Study Protocol,sae_YN,abs_spearman,0.09371442397208021,6.284704203623326e-05,0.00010617086586091909,1818,ipd_info_type-Study Protocol,sae_YN
MaskingType-Participant,intervention_browse/mesh_term,abs_spearman,0.09366907748081323,1.4097713094095445e-157,9.916913563154184e-157,81170,MaskingType-Participant,intervention_browse/mesh_term__n_items
oversight_info/is_fda_regulated_drug,study_design_info/masking,cramers_v,0.09366132161631507,2.0202427719931284e-17,4.9369505152434044e-17,13609,oversight_info/is_fda_regulated_drug,study_design_info/masking
dropout_rate,responsible_party/responsible_party_type,eta,0.09360857408946181,8.243836975820191e-71,3.5107026336979366e-70,36674,responsible_party/responsible_party_type,dropout_rate
MaskingType-Care Provider,location/facility/address/city,abs_spearman,0.09350782078458757,4.859512380968981e-157,3.397747590315333e-156,81170,MaskingType-Care Provider,location/facility/address/city__n_items
execution_fail,study_design_info/allocation,eta,0.0931866253451375,9.895929199886577e-77,4.352956198684285e-76,39412,study_design_info/allocation,execution_fail
execution_pass,study_design_info/allocation,eta,0.0931866253451375,9.895929199886577e-77,4.352956198684285e-76,39412,study_design_info/allocation,execution_pass
Radiation intervention Number,number_of_arms,abs_spearman,0.09312697567556366,5.292988221325456e-150,3.57148234351572e-149,78123,Radiation intervention Number,number_of_arms
No Intervention Arm Number,Placebo Comparator Arm Number,abs_spearman,0.0928976734920777,1.2579771824456977e-132,7.83417689784731e-132,69293,No Intervention Arm Number,Placebo Comparator Arm Number
Other intervention Number,condition,abs_spearman,0.09273802442520225,8.473912456883311e-136,5.403090970214588e-135,71221,Other intervention Number,condition__n_items
MaskingType-Participant,Other intervention Number,abs_spearman,0.09251254335754863,1.8485074853153423e-134,1.1700479984464141e-133,70854,MaskingType-Participant,Other intervention Number
duration_day,study_design_info/allocation,eta,0.09234374874153134,1.4169072567926284e-62,5.576163892813571e-62,32550,study_design_info/allocation,duration_day
duration_year,study_design_info/allocation,eta,0.09234374874153133,1.4169072567925086e-62,5.576163892813571e-62,32550,study_design_info/allocation,duration_year
duration_month,study_design_info/allocation,eta,0.09222694292638105,2.0210091761577714e-62,7.935601002427407e-62,32550,study_design_info/allocation,duration_month
Experimental Arm Number,study_design_info/primary_purpose,eta,0.09222537814437064,1.5843287426768385e-137,1.0214364342860878e-136,77416,Experimental Arm Number,study_design_info/primary_purpose
eligibility/healthy_volunteers,intervention/intervention_type,eta,0.09222430751390046,1.282295409168744e-153,8.858800291970946e-153,81613,eligibility/healthy_volunteers,intervention/intervention_type__is_nn
Procedure intervention Number,mortality_rate,abs_spearman,0.09182228350355477,7.462126022033598e-35,2.2968014106790745e-34,17916,Procedure intervention Number,mortality_rate
completion_date,ipd_info_type-Analytic Code,abs_spearman,0.0916035463053416,0.00013720581506090128,0.00022823849082653517,1728,ipd_info_type-Analytic Code,completion_date__days
location/facility/address/city,number_of_arms,abs_spearman,0.09135686028841244,2.0854497001807287e-144,1.3830033794137467e-143,78123,location/facility/address/city__n_items,number_of_arms
execution_fail,intervention/intervention_name,abs_spearman,0.09116166299478322,8.990550127402426e-98,4.5017524052915606e-97,52772,intervention/intervention_name__n_items,execution_fail
execution_pass,intervention/intervention_name,abs_spearman,0.09116166299478322,8.990550127402426e-98,4.5017524052915606e-97,52772,intervention/intervention_name__n_items,execution_pass
duration_month,smiless,abs_spearman,0.09070477742727508,5.642790480031955e-79,2.5334233744329515e-78,42855,smiless__n_items,duration_month
Placebo Comparator Arm Number,Procedure intervention Number,abs_spearman,0.09056183651665713,4.1044344752327066e-126,2.4848274915389643e-125,69293,Placebo Comparator Arm Number,Procedure intervention Number
ipd_info_type-Statistical Analysis Plan (SAP),oversight_info/has_dmc,eta,0.09048555697130019,3.925269002449879e-05,6.696273825976108e-05,2059,ipd_info_type-Statistical Analysis Plan (SAP),oversight_info/has_dmc
sponsors/lead_sponsor/agency_class,study_design_info/primary_purpose,cramers_v,0.09046650258975848,0.0,0.0,70604,sponsors/lead_sponsor/agency_class,study_design_info/primary_purpose
duration_day,smiless,abs_spearman,0.09043434055696724,1.6307781817003674e-78,7.29337732485042e-78,42855,smiless__n_items,duration_day
duration_year,smiless,abs_spearman,0.09043434055696724,1.6307781817003674e-78,7.29337732485042e-78,42855,smiless__n_items,duration_year
responsible_party/responsible_party_type,smiless,eta,0.09036702996505694,1.3973668359201535e-121,8.314811224011187e-121,67878,responsible_party/responsible_party_type,smiless__is_nn
ipd_info_type-Clinical Study Report (CSR),smiless,abs_spearman,0.09030325019925424,2.80879203533929e-05,4.843946562185624e-05,2145,ipd_info_type-Clinical Study Report (CSR),smiless__is_nn
duration_year,oversight_info/is_fda_regulated_drug,eta,0.09029533868410362,3.10062995025139e-19,7.796446510219752e-19,9820,oversight_info/is_fda_regulated_drug,duration_year
duration_day,oversight_info/is_fda_regulated_drug,eta,0.09029533868410362,3.100629950251424e-19,7.796446510219752e-19,9820,oversight_info/is_fda_regulated_drug,duration_day
Placebo Comparator Arm Number,ipd_info_type-Informed Consent Form (ICF),abs_spearman,0.09027404390890524,2.899590101814045e-05,4.9881562395068347e-05,2139,Placebo Comparator Arm Number,ipd_info_type-Informed Consent Form (ICF)
duration_month,oversight_info/is_fda_regulated_drug,eta,0.09020329740235096,3.3697064574951904e-19,8.466905234848725e-19,9820,oversight_info/is_fda_regulated_drug,duration_month
condition,ipd_info_type-Statistical Analysis Plan (SAP),abs_spearman,0.09014550767629122,1.5124586787125738e-05,2.639775946020188e-05,2297,condition__n_items,ipd_info_type-Statistical Analysis Plan (SAP)
completion_date,smiless,abs_spearman,0.08994974946824973,1.0834169196064461e-77,4.8267612764517954e-77,42855,smiless__n_items,completion_date__days
No Intervention Arm Number,phase,eta,0.08989303550993896,1.5866161306528166e-121,9.42477103251032e-121,69293,No Intervention Arm Number,phase
dropout_rate,oversight_info/is_fda_regulated_drug,eta,0.08981159971687708,1.7464080960141466e-21,4.5424911180008676e-21,11191,oversight_info/is_fda_regulated_drug,dropout_rate
Procedure intervention Number,study_design_info/masking_num,abs_spearman,0.08965431928428974,2.2812123019612522e-126,1.383457722393604e-125,70854,Procedure intervention Number,study_design_info/masking_num
intervention_browse/mesh_term,study_design_info/masking_num,abs_spearman,0.08944671140016094,8.166472654497625e-144,5.395150660528374e-143,81170,intervention_browse/mesh_term__n_items,study_design_info/masking_num
Dietary Supplement intervention Number,study_design_info/primary_purpose,eta,0.08882714598324626,2.6265038554355194e-132,1.632755080078431e-131,80983,Dietary Supplement intervention Number,study_design_info/primary_purpose
Drug intervention Number,sponsors/lead_sponsor/agency_class,eta,0.08863806069677492,1.977862061406696e-121,1.172878952796633e-120,71221,Drug intervention Number,sponsors/lead_sponsor/agency_class
Radiation intervention Number,start_date,abs_spearman,0.08855354158025909,2.3951911735495966e-75,1.0417133076451625e-74,42855,Radiation intervention Number,start_date__days
Radiation intervention Number,study_design_info/intervention_model,eta,0.08852245856316883,2.056727825478015e-136,1.3162300540582142e-135,80897,Radiation intervention Number,study_design_info/intervention_model
MaskingType-Participant,location/facility/address/city,abs_spearman,0.08836388982689924,2.177164758185444e-140,1.4167879278453965e-139,81170,MaskingType-Participant,location/facility/address/city__n_items
Drug intervention Number,study_design_info/allocation,eta,0.08832264076962014,9.727588568385905e-108,5.298333898924925e-107,62081,Drug intervention Number,study_design_info/allocation
eligibility/gender,sae_YN,eta,0.088293941721407,3.608481819597942e-31,1.0690088937001575e-30,17916,eligibility/gender,sae_YN
Other intervention Number,study_design_info/masking_num,abs_spearman,0.08828677552160476,1.375906621323302e-122,8.22938986075469e-122,70854,Other intervention Number,study_design_info/masking_num
Biological intervention Number,study_design_info/intervention_model,eta,0.08817692390886392,2.4586752484301985e-135,1.559105198593967e-134,80897,Biological intervention Number,study_design_info/intervention_model
Active Comparator Arm Number,Other Arm Number,abs_spearman,0.08807783891855271,2.2681369747087293e-119,1.3313810789041951e-118,69293,Active Comparator Arm Number,Other Arm Number
icdcode,study_design_info/masking,eta,0.08735499478845302,3.1256564092987627e-111,1.763255847778117e-110,75043,icdcode__is_nn,study_design_info/masking
MaskingType-Care Provider,ipd_info_type-Analytic Code,abs_spearman,0.0871965402975733,2.8545661742749493e-05,4.915568610309935e-05,2297,MaskingType-Care Provider,ipd_info_type-Analytic Code
eligibility/healthy_volunteers,icdcode,eta,0.08716890758112925,2.1610181426462463e-137,1.390655193647353e-136,81613,eligibility/healthy_volunteers,icdcode__is_nn
Device intervention Number,study_design_info/primary_purpose,eta,0.08678100922303873,3.5096771505298276e-109,1.935893348903357e-108,70604,Device intervention Number,study_design_info/primary_purpose
eligibility/gender,study_design_info/intervention_model,cramers_v,0.08676994684546664,1.1685386297111415e-224,1.065793107151238e-223,70749,eligibility/gender,study_design_info/intervention_model
condition_browse/mesh_term,number_of_arms,abs_spearman,0.0866337535807482,5.212101984042921e-130,3.2170611713231175e-129,78123,condition_browse/mesh_term__is_nn,number_of_arms
Placebo Comparator Arm Number,Radiation intervention Number,abs_spearman,0.08658090808025973,7.47704965988193e-130,4.606870136186119e-129,78123,Placebo Comparator Arm Number,Radiation intervention Number
icdcode,sae_rate,abs_spearman,0.08622139898125772,6.455544973384627e-31,1.9064097364599082e-30,17916,icdcode__n_items,sae_rate
duration_month,study_design_info/masking_num,abs_spearman,0.08621016437684624,3.8783618954036395e-71,1.6536573725800794e-70,42635,study_design_info/masking_num,duration_month
MaskingType-Care Provider,mortality_YN,abs_spearman,0.08612817893291258,8.23587205212022e-31,2.423340845141216e-30,17890,MaskingType-Care Provider,mortality_YN
intervention/intervention_name,sae_YN,abs_spearman,0.08612483488274711,7.509925184138e-31,2.215364177833578e-30,17916,intervention/intervention_name__n_items,sae_YN
duration_year,study_design_info/masking_num,abs_spearman,0.08600268408696218,8.37416841831725e-71,3.55748597232915e-70,42635,study_design_info/masking_num,duration_year
duration_day,study_design_info/masking_num,abs_spearman,0.08600268408696218,8.37416841831725e-71,3.55748597232915e-70,42635,study_design_info/masking_num,duration_day
brief_title,study_design_info/intervention_model,eta,0.08528828142131811,1.699363948081026e-126,1.0323933076191548e-125,80897,brief_title__n_items,study_design_info/intervention_model
Procedure intervention Number,ipd_info_type-Statistical Analysis Plan (SAP),abs_spearman,0.08526742106068515,7.685919896652573e-05,0.00012946471953886423,2145,Procedure intervention Number,ipd_info_type-Statistical Analysis Plan (SAP)
Active Comparator Arm Number,study_design_info/primary_purpose,eta,0.08507615137435855,1.0591874460721904e-102,5.568345499396159e-102,68722,Active Comparator Arm Number,study_design_info/primary_purpose
condition,mortality_YN,abs_spearman,0.08505354916221078,3.9774394081511055e-30,1.1595303643729103e-29,17916,condition__n_items,mortality_YN
MaskingType-Participant,Procedure intervention Number,abs_spearman,0.08501057319286022,9.040191524843398e-114,5.1839382093780214e-113,70854,MaskingType-Participant,Procedure intervention Number
execution_pass,intervention_browse/mesh_term,abs_spearman,0.08494842954392039,4.176693950400809e-85,1.94557794606472e-84,52772,intervention_browse/mesh_term__is_nn,execution_pass
execution_fail,intervention_browse/mesh_term,abs_spearman,0.08494842954392039,4.176693950400809e-85,1.94557794606472e-84,52772,intervention_browse/mesh_term__is_nn,execution_fail
MaskingType-Care Provider,dropout_YN,abs_spearman,0.08482152267934667,5.751819346795469e-62,2.2457946325971074e-61,38218,MaskingType-Care Provider,dropout_YN
MaskingType-Investigator,duration_month,abs_spearman,0.08453727092671894,1.8234540297599551e-68,7.579548748105077e-68,42635,MaskingType-Investigator,duration_month
MaskingType-Investigator,patient_data/sharing_ipd,eta,0.0845236282233256,9.934273069992694e-22,2.5995179908301665e-21,13493,MaskingType-Investigator,patient_data/sharing_ipd
ipd_info_type-Study Protocol,start_date,abs_spearman,0.08452112893996941,0.0004360757680681052,0.0007044924658468925,1728,ipd_info_type-Study Protocol,start_date__days
MaskingType-Outcomes Assessor,dropout_YN,abs_spearman,0.08439133367364438,2.3465499353499894e-61,9.110906173565602e-61,38218,MaskingType-Outcomes Assessor,dropout_YN
eligibility/gender,sponsors/lead_sponsor/agency_class,cramers_v,0.08422073049022161,5.13726819280355e-215,4.5194954354410974e-214,71221,eligibility/gender,sponsors/lead_sponsor/agency_class
MaskingType-Investigator,duration_year,abs_spearman,0.08411484473854469,8.459065735872511e-68,3.495273892051959e-67,42635,MaskingType-Investigator,duration_year
MaskingType-Investigator,duration_day,abs_spearman,0.08411484473854469,8.459065735872511e-68,3.495273892051959e-67,42635,MaskingType-Investigator,duration_day
location/facility/address/city,study_design_info/primary_purpose,eta,0.08406379946780355,6.947577810117091e-118,4.057618973135612e-117,80983,location/facility/address/city__n_items,study_design_info/primary_purpose
MaskingType-Care Provider,oversight_info/has_dmc,eta,0.08388143024264584,2.474983841847198e-72,1.064426837923145e-71,45821,MaskingType-Care Provider,oversight_info/has_dmc
MaskingType-Investigator,Other intervention Number,abs_spearman,0.08379126967883632,1.4182863978740367e-110,7.936465752998837e-110,70854,MaskingType-Investigator,Other intervention Number
sponsors/lead_sponsor/agency_class,start_date,eta,0.08372299410769656,4.885757493873951e-65,1.9834120667303716e-64,42855,sponsors/lead_sponsor/agency_class,start_date__days
ipd_info_type-Analytic Code,ipd_info_type-Clinical Study Report (CSR),abs_spearman,0.08370772966484882,0.0001038545028822674,0.00017342354517822166,2145,ipd_info_type-Analytic Code,ipd_info_type-Clinical Study Report (CSR)
biology_pass,sae_rate,abs_spearman,0.08362544411537778,1.8401218355186372e-10,3.8358868496864215e-10,5792,sae_rate,biology_pass
biology_fail,sae_rate,abs_spearman,0.08362544411537778,1.8401218355186372e-10,3.8358868496864215e-10,5792,sae_rate,biology_fail
Biological intervention Number,responsible_party/responsible_party_type,eta,0.08347367532243544,8.754709052237371e-104,4.637593590933669e-103,67878,Biological intervention Number,responsible_party/responsible_party_type
biology_pass,sae_YN,abs_spearman,0.08340787832010674,2.0508755133449775e-10,4.2573431355279554e-10,5792,sae_YN,biology_pass
biology_fail,sae_YN,abs_spearman,0.08340787832010674,2.0508755133449775e-10,4.2573431355279554e-10,5792,sae_YN,biology_fail
ipd_info_type-Clinical Study Report (CSR),oversight_info/is_fda_regulated_drug,eta,0.08338283405853385,0.0014445635369480683,0.002256116085795298,1457,ipd_info_type-Clinical Study Report (CSR),oversight_info/is_fda_regulated_drug
Biological intervention Number,mortality_rate,abs_spearman,0.08323165165731461,6.456991117792082e-29,1.852852529671964e-28,17916,Biological intervention Number,mortality_rate
MaskingType-Investigator,intervention_browse/mesh_term,abs_spearman,0.08319098981455045,1.3227388310624171e-124,7.93871750939879e-124,81170,MaskingType-Investigator,intervention_browse/mesh_term__n_items
icdcode,ipd_info_type-Statistical Analysis Plan (SAP),abs_spearman,0.08301402653801222,6.79572598801532e-05,0.00011463663984637494,2297,icdcode__n_items,ipd_info_type-Statistical Analysis Plan (SAP)
Behavioral intervention Number,Drug intervention Number,abs_spearman,0.08291839259740108,1.0047108929172168e-124,6.040433136483267e-124,81786,Behavioral intervention Number,Drug intervention Number
MaskingType-Investigator,approval_outcome,abs_spearman,0.08276237878910328,2.7883973037833737e-47,9.73837249311279e-47,30351,MaskingType-Investigator,approval_outcome
MaskingType-Investigator,regulatory_pass,abs_spearman,0.08276237878910328,2.7883973037833737e-47,9.73837249311279e-47,30351,MaskingType-Investigator,regulatory_pass
dropout_YN,number_of_arms,abs_spearman,0.0826841210114973,1.1612841077107323e-58,4.439452446968971e-58,38016,number_of_arms,dropout_YN
Experimental Arm Number,study_design_info/masking,eta,0.08262493059754496,3.013816837265959e-95,1.4918822663104284e-94,72860,Experimental Arm Number,study_design_info/masking
Diagnostic Test intervention Number,study_design_info/primary_purpose,eta,0.08251108838278685,3.5768607791287755e-98,1.7961837005018055e-97,70604,Diagnostic Test intervention Number,study_design_info/primary_purpose
biology_fail,sponsors/lead_sponsor/agency_class,eta,0.08242526405440395,4.921354236618176e-35,1.5174539460734838e-34,23862,sponsors/lead_sponsor/agency_class,biology_fail
biology_pass,sponsors/lead_sponsor/agency_class,eta,0.08242526405440392,4.921354236618036e-35,1.5174539460734838e-34,23862,sponsors/lead_sponsor/agency_class,biology_pass
intervention/intervention_type,study_design_info/intervention_model,eta,0.08217891372822646,2.5667884935445935e-117,1.4965755058838024e-116,80897,study_design_info/intervention_model,intervention/intervention_type__is_nn
eligibility/minimum_age,ipd_info_type-Informed Consent Form (ICF),abs_spearman,0.0817903774979734,0.00017344919829306065,0.00028674403618857554,2103,eligibility/minimum_age__years,ipd_info_type-Informed Consent Form (ICF)
Other Arm Number,study_design_info/primary_purpose,eta,0.08167329222339954,9.205491530762961e-107,4.982723219532911e-106,77416,Other Arm Number,study_design_info/primary_purpose
dropout_YN,ipd_info_type-Statistical Analysis Plan (SAP),abs_spearman,0.08161662964596791,0.00017780701428199113,0.0002938085471373843,2105,ipd_info_type-Statistical Analysis Plan (SAP),dropout_YN
condition,study_design_info/primary_purpose,eta,0.08151964424392538,1.6110051640023884e-110,9.000390586669291e-110,80983,condition__n_items,study_design_info/primary_purpose
condition,sae_rate,abs_spearman,0.08148797561520955,8.789832961385535e-28,2.4954795376482623e-27,17916,condition__n_items,sae_rate
Biological intervention Number,approval_outcome,abs_spearman,0.08143288508817338,2.6224013543970514e-46,9.022618521316588e-46,30683,Biological intervention Number,approval_outcome
Biological intervention Number,regulatory_pass,abs_spearman,0.08143288508817338,2.6224013543970514e-46,9.022618521316588e-46,30683,Biological intervention Number,regulatory_pass
Active Comparator Arm Number,MaskingType-Care Provider,abs_spearman,0.08115282176613021,2.337714113033373e-101,1.2052754514526663e-100,69142,Active Comparator Arm Number,MaskingType-Care Provider
Other intervention Number,icdcode,abs_spearman,0.08113369620175724,2.6781078333575873e-104,1.4317576493719409e-103,71221,Other intervention Number,icdcode__n_items
intervention/intervention_name,phase,eta,0.08111478949784637,1.0877791386248255e-116,6.300054177868781e-116,81786,intervention/intervention_name__n_items,phase
biology_pass,mortality_rate,abs_spearman,0.08064020859887581,7.95493009052231e-10,1.6109197007322277e-09,5792,mortality_rate,biology_pass
biology_fail,mortality_rate,abs_spearman,0.08064020859887581,7.95493009052231e-10,1.6109197007322277e-09,5792,mortality_rate,biology_fail
Biological intervention Number,mortality_YN,abs_spearman,0.08041211028951316,4.282468861428376e-27,1.2049861776083892e-26,17916,Biological intervention Number,mortality_YN
oversight_info/is_fda_regulated_drug,sponsors/lead_sponsor/agency_class,cramers_v,0.08040642090067768,8.346762703822373e-16,1.978512987434021e-15,11339,oversight_info/is_fda_regulated_drug,sponsors/lead_sponsor/agency_class
