col_a,col_b,metric,effect_size,p,p_adj,n_valid,via_feat_a,via_feat_b
eligibility/minimum_age,study_design_info/intervention_model,eta,0.06103705092254855,1.8839233530232225e-62,7.405694176194229e-62,78839,eligibility/minimum_age__years,study_design_info/intervention_model
Radiation intervention Number,failure_reason,eta,0.06098822050486718,1.1177718623826895e-16,2.7086870444768805e-16,20769,Radiation intervention Number,failure_reason
Dietary Supplement intervention Number,sponsors/lead_sponsor/agency_class,eta,0.06096946241267129,3.324904112426188e-57,1.2599827470753548e-56,71221,Dietary Supplement intervention Number,sponsors/lead_sponsor/agency_class
icdcode,responsible_party/responsible_party_type,eta,0.06091785228263734,1.5942009409185115e-55,5.9504277869944436e-55,67878,icdcode__is_nn,responsible_party/responsible_party_type
Other Arm Number,study_design_info/intervention_model,eta,0.06057009777175048,9.96994444502064e-61,3.8495063273829696e-60,77887,Other Arm Number,study_design_info/intervention_model
ipd_info_type-Analytic Code,smiless,abs_spearman,0.06053344270962675,0.0037046855881855503,0.005646395797782801,2297,ipd_info_type-Analytic Code,smiless__n_items
study_design_info/masking,study_design_info/primary_purpose,cramers_v,0.06045399406520985,0.0,0.0,74379,study_design_info/masking,study_design_info/primary_purpose
MaskingType-Care Provider,Other Arm Number,abs_spearman,0.06040585277599385,6.330758005903893e-64,2.5491754427017414e-63,77947,MaskingType-Care Provider,Other Arm Number
oversight_info/is_fda_regulated_device,sae_YN,eta,0.06039448350057598,7.394196032061322e-10,1.5026217082697715e-09,10378,oversight_info/is_fda_regulated_device,sae_YN
Other Arm Number,ipd_info_type-Study Protocol,abs_spearman,0.06034970976135645,0.0038643432096417737,0.005884571714945296,2290,Other Arm Number,ipd_info_type-Study Protocol
Procedure intervention Number,study_design_info/intervention_model,eta,0.060283244722030144,1.529852637033048e-54,5.679741360779746e-54,70749,Procedure intervention Number,study_design_info/intervention_model
Drug intervention Number,mortality_YN,abs_spearman,0.060277818060248324,6.747346005402788e-16,1.601572907703189e-15,17916,Drug intervention Number,mortality_YN
oversight_info/is_fda_regulated_drug,study_design_info/intervention_model,cramers_v,0.06018683557415297,4.1635975730233853e-10,8.525929031382595e-10,13721,oversight_info/is_fda_regulated_drug,study_design_info/intervention_model
Radiation intervention Number,eligibility/maximum_age,abs_spearman,0.059979378660301536,2.2038820950076358e-35,6.850170196915505e-35,42760,Radiation intervention Number,eligibility/maximum_age__years
Device intervention Number,failure_reason,eta,0.059958429535196436,5.2302832366084074e-08,9.964492460095514e-08,10204,Device intervention Number,failure_reason
MaskingType-Care Provider,Other intervention Number,abs_spearman,0.05989867515386074,2.501323421844704e-57,9.489190928941427e-57,70854,MaskingType-Care Provider,Other intervention Number
No Intervention Arm Number,ipd_info_type-Statistical Analysis Plan (SAP),abs_spearman,0.05989016622529717,0.005592771580804367,0.008402456222782177,2139,No Intervention Arm Number,ipd_info_type-Statistical Analysis Plan (SAP)
Dietary Supplement intervention Number,Placebo Comparator Arm Number,abs_spearman,0.05987350334033579,5.691453473735938e-63,2.2577398197753866e-62,78123,Dietary Supplement intervention Number,Placebo Comparator Arm Number
oversight_info/is_fda_regulated_device,study_design_info/masking_num,eta,0.059842732879273365,2.5350737199022585e-12,5.5093065520077225e-12,13666,oversight_info/is_fda_regulated_device,study_design_info/masking_num
oversight_info/has_dmc,study_design_info/masking_num,eta,0.059823586034527844,1.3191672790155363e-37,4.190225132156297e-37,45821,oversight_info/has_dmc,study_design_info/masking_num
Device intervention Number,Experimental Arm Number,abs_spearman,0.059820129751360106,5.806037431700312e-56,2.174135783961054e-55,69293,Device intervention Number,Experimental Arm Number
eligibility/minimum_age,icdcode,abs_spearman,0.059789945980165564,5.424939723968156e-64,2.1920541326499234e-63,79650,eligibility/minimum_age__years,icdcode__is_nn
Experimental Arm Number,sae_rate,abs_spearman,0.059739540106071534,1.2846094901197748e-15,3.0367469239225967e-15,17886,Experimental Arm Number,sae_rate
MaskingType-Outcomes Assessor,oversight_info/has_dmc,eta,0.059564119383780895,2.7006811244375887e-37,8.570654709973169e-37,45821,MaskingType-Outcomes Assessor,oversight_info/has_dmc
eligibility/gender,eligibility/minimum_age,eta,0.05951218479872382,2.920892932795556e-54,1.079798185262187e-53,69489,eligibility/gender,eligibility/minimum_age__years
brief_title,sae_rate,abs_spearman,0.05950041545286066,1.5780828697681357e-15,3.7078011984072155e-15,17916,brief_title__n_items,sae_rate
Dietary Supplement intervention Number,study_design_info/masking,eta,0.05949400903532329,1.083894545966439e-46,3.755267744001371e-46,75043,Dietary Supplement intervention Number,study_design_info/masking
Experimental Arm Number,Placebo Comparator Arm Number,abs_spearman,0.059394055574066545,5.397385577391215e-62,2.1097767020736187e-61,78123,Experimental Arm Number,Placebo Comparator Arm Number
Drug intervention Number,eligibility/minimum_age,abs_spearman,0.05928159846209222,6.147289578991913e-63,2.4330103971522664e-62,79650,Drug intervention Number,eligibility/minimum_age__years
biology_fail,start_date,abs_spearman,0.05927028094243523,5.734441964028506e-10,1.1687499017594755e-09,10917,start_date__days,biology_fail
biology_pass,start_date,abs_spearman,0.05927028094243523,5.734441964028506e-10,1.1687499017594755e-09,10917,start_date__days,biology_pass
MaskingType-Outcomes Assessor,ipd_info_type-Analytic Code,abs_spearman,0.059169428695612536,0.0045574316009221565,0.006900686193117427,2297,MaskingType-Outcomes Assessor,ipd_info_type-Analytic Code
Experimental Arm Number,ipd_info_type-Study Protocol,abs_spearman,0.05893782464209791,0.004782644888460914,0.00722909568829999,2290,Experimental Arm Number,ipd_info_type-Study Protocol
MaskingType-Investigator,condition,abs_spearman,0.058921532759512424,2.3879675689975804e-63,9.604383451697445e-63,81170,MaskingType-Investigator,condition__n_items
icdcode,patient_data/sharing_ipd,eta,0.05890053429016103,6.410677170745343e-11,1.3517659689526742e-10,13510,icdcode__n_items,patient_data/sharing_ipd
sponsors/lead_sponsor/agency_class,study_design_info/allocation,cramers_v,0.05889118339067344,1.2336810506153891e-40,4.029174483917742e-40,54376,sponsors/lead_sponsor/agency_class,study_design_info/allocation
intervention/intervention_name,regulatory_pass,abs_spearman,0.05874509067837281,7.1497154761539315e-25,1.965606113895167e-24,30683,intervention/intervention_name__n_items,regulatory_pass
approval_outcome,intervention/intervention_name,abs_spearman,0.05874509067837281,7.1497154761539315e-25,1.965606113895167e-24,30683,intervention/intervention_name__n_items,approval_outcome
Drug intervention Number,eligibility/healthy_volunteers,eta,0.05873051971419828,2.7755365823253675e-63,1.1137401412910685e-62,81613,Drug intervention Number,eligibility/healthy_volunteers
enrollment,study_design_info/masking,eta,0.05869589497783416,8.123691984303054e-20,2.06963560450536e-19,38225,enrollment,study_design_info/masking
eligibility/gender,responsible_party/responsible_party_type,cramers_v,0.05866884276640611,7.990321793620227e-100,4.0893031270736805e-99,67878,eligibility/gender,responsible_party/responsible_party_type
eligibility/gender,smiless,eta,0.05863636513078668,5.457241999912104e-54,2.0152939372682849e-53,71221,eligibility/gender,smiless__is_nn
ipd_info_type-Analytic Code,study_design_info/masking_num,abs_spearman,0.058614153821351725,0.004952777481302105,0.007473253038438913,2297,ipd_info_type-Analytic Code,study_design_info/masking_num
No Intervention Arm Number,patient_data/sharing_ipd,eta,0.05822251107119265,1.240826475526997e-10,2.5990789647114616e-10,13438,No Intervention Arm Number,patient_data/sharing_ipd
Active Comparator Arm Number,dropout_rate,abs_spearman,0.05820253476496931,6.813798277034342e-30,1.979761623134978e-29,38016,Active Comparator Arm Number,dropout_rate
Drug intervention Number,phase,eta,0.058132559629825685,1.0205691973017625e-59,3.9187601774846677e-59,81786,Drug intervention Number,phase
Combination Product intervention Number,completion_date,abs_spearman,0.058112587108653774,4.020451419932293e-62,1.5750922981132714e-61,81786,Combination Product intervention Number,completion_date__is_nn
eligibility/minimum_age,mortality_YN,abs_spearman,0.057965707753607876,1.846654453001134e-14,4.255387416564284e-14,17440,eligibility/minimum_age__years,mortality_YN
MaskingType-Participant,eligibility/healthy_volunteers,eta,0.057912910024149174,3.835454121903474e-61,1.484209696393605e-60,81014,MaskingType-Participant,eligibility/healthy_volunteers
Drug intervention Number,mortality_rate,abs_spearman,0.05790336750961116,8.739400757869528e-15,2.025978494569487e-14,17916,Drug intervention Number,mortality_rate
Radiation intervention Number,study_design_info/primary_purpose,eta,0.05786968997624317,2.664771033995948e-53,9.747451940143072e-53,80983,Radiation intervention Number,study_design_info/primary_purpose
failure_reason,study_design_info/masking,cramers_v,0.05786871812117612,1.680904707546501e-20,4.326773228684511e-20,20495,study_design_info/masking,failure_reason
condition,eligibility/healthy_volunteers,eta,0.05786565723898322,1.7493604588692434e-61,6.807421718444145e-61,81613,condition__n_items,eligibility/healthy_volunteers
eligibility/gender,execution_pass,eta,0.05777718100820192,2.2694721082358755e-31,6.740526133435613e-31,42207,eligibility/gender,execution_pass
eligibility/gender,execution_fail,eta,0.05777718100820192,2.2694721082358755e-31,6.740526133435613e-31,42207,eligibility/gender,execution_fail
MaskingType-Outcomes Assessor,Other intervention Number,abs_spearman,0.057736808885488884,2.189109852375859e-53,8.041391899583627e-53,70854,MaskingType-Outcomes Assessor,Other intervention Number
Other intervention Number,study_design_info/allocation,eta,0.057527600398638544,4.288157501625652e-41,1.408444926101053e-40,54376,Other intervention Number,study_design_info/allocation
Other intervention Number,duration_month,abs_spearman,0.05734504708481688,1.491379824538242e-32,4.47542736638203e-32,42855,Other intervention Number,duration_month
Other intervention Number,duration_year,abs_spearman,0.05733452253224018,1.530858705417855e-32,4.585977587350902e-32,42855,Other intervention Number,duration_year
Other intervention Number,duration_day,abs_spearman,0.05733452253224018,1.530858705417855e-32,4.585977587350902e-32,42855,Other intervention Number,duration_day
Other intervention Number,ipd_info_type-Statistical Analysis Plan (SAP),abs_spearman,0.0573281915787731,0.007913396732169481,0.011696747615605676,2145,Other intervention Number,ipd_info_type-Statistical Analysis Plan (SAP)
No Intervention Arm Number,number_of_arms,abs_spearman,0.057173278108204405,2.875370267106712e-51,1.0397410695313033e-50,69293,No Intervention Arm Number,number_of_arms
dropout_rate,has_expanded_access,eta,0.05708852208729318,9.717308610908091e-29,2.783812648219754e-28,37901,has_expanded_access,dropout_rate
Radiation intervention Number,sae_YN,abs_spearman,0.057019477186954895,2.210054565932324e-14,5.072615334620096e-14,17916,Radiation intervention Number,sae_YN
eligibility/gender,study_design_info/masking,cramers_v,0.05695436718778931,4.81681823962647e-68,1.9974276113009527e-67,64727,eligibility/gender,study_design_info/masking
Other Arm Number,sae_YN,abs_spearman,0.05692301580654269,2.5674617347925248e-14,5.881298304814781e-14,17886,Other Arm Number,sae_YN
Radiation intervention Number,enrollment,abs_spearman,0.05674878543256744,4.9088251382452194e-33,1.4897962755809728e-32,44446,Radiation intervention Number,enrollment
No Intervention Arm Number,study_design_info/masking_num,abs_spearman,0.056656184376485834,2.86423604534235e-50,1.0271641132677673e-49,69142,No Intervention Arm Number,study_design_info/masking_num
has_expanded_access,ipd_info_type-Statistical Analysis Plan (SAP),eta,0.05656729724761006,0.009135306765165791,0.013451352122436916,2123,has_expanded_access,ipd_info_type-Statistical Analysis Plan (SAP)
Placebo Comparator Arm Number,smiless,abs_spearman,0.05653354192064858,2.4993646770550536e-56,9.39966694022328e-56,78123,Placebo Comparator Arm Number,smiless__n_items
MaskingType-Outcomes Assessor,intervention_browse/mesh_term,abs_spearman,0.05645845551069561,2.643222812149709e-58,1.0093625573868393e-57,81170,MaskingType-Outcomes Assessor,intervention_browse/mesh_term__n_items
ipd_info_type-Statistical Analysis Plan (SAP),start_date,abs_spearman,0.05638551027263995,0.0068702378752837035,0.01022006704478205,2297,ipd_info_type-Statistical Analysis Plan (SAP),start_date__is_nn
completion_date,ipd_info_type-Statistical Analysis Plan (SAP),abs_spearman,0.05638551027263995,0.0068702378752837035,0.01022006704478205,2297,ipd_info_type-Statistical Analysis Plan (SAP),completion_date__is_nn
intervention/intervention_name,sae_rate,abs_spearman,0.05632522891281999,4.535640500842297e-14,1.0335311960935726e-13,17916,intervention/intervention_name__n_items,sae_rate
Drug intervention Number,approval_outcome,abs_spearman,0.05629239963078304,5.734302105653873e-23,1.5281211516217185e-22,30683,Drug intervention Number,approval_outcome
Drug intervention Number,regulatory_pass,abs_spearman,0.05629239963078304,5.734302105653873e-23,1.5281211516217185e-22,30683,Drug intervention Number,regulatory_pass
ipd_info_type-Statistical Analysis Plan (SAP),number_of_arms,abs_spearman,0.05621745134001655,0.007126252648886969,0.010591669118394676,2290,ipd_info_type-Statistical Analysis Plan (SAP),number_of_arms
Device intervention Number,patient_data/sharing_ipd,eta,0.055987188928882825,6.192359915806435e-10,1.2613394318538897e-09,13510,Device intervention Number,patient_data/sharing_ipd
Procedure intervention Number,responsible_party/responsible_party_type,eta,0.05595035695553395,6.143981248187015e-47,2.1350334837449878e-46,67878,Procedure intervention Number,responsible_party/responsible_party_type
Procedure intervention Number,oversight_info/has_dmc,eta,0.055877988089967356,2.1066855593995556e-27,5.942152856260922e-27,37612,Procedure intervention Number,oversight_info/has_dmc
Other Arm Number,study_design_info/masking,eta,0.05586984469957667,7.07700877496887e-39,2.2770931012052616e-38,72860,Other Arm Number,study_design_info/masking
ipd_info_type-Analytic Code,ipd_info_type-Informed Consent Form (ICF),abs_spearman,0.05577336448406197,0.00977748189066732,0.014360418246013923,2145,ipd_info_type-Analytic Code,ipd_info_type-Informed Consent Form (ICF)
has_expanded_access,location/facility/address/city,eta,0.05574418468204026,2.1904366518416916e-49,7.79894197248963e-49,70125,has_expanded_access,location/facility/address/city__n_items
condition,start_date,abs_spearman,0.05573150902324876,7.745642195397054e-31,2.2829606979647803e-30,42855,condition__n_items,start_date__days
mortality_rate,regulatory_pass,abs_spearman,0.055706285384283655,3.979409986415278e-05,6.781976313287441e-05,5434,mortality_rate,regulatory_pass
approval_outcome,mortality_rate,abs_spearman,0.055706285384283655,3.979409986415278e-05,6.781976313287441e-05,5434,mortality_rate,approval_outcome
ipd_info_type-Study Protocol,smiless,abs_spearman,0.05564478608121028,0.0076416893118766175,0.011319211576628834,2297,ipd_info_type-Study Protocol,smiless__is_nn
Sham Comparator Arm Number,study_design_info/intervention_model,eta,0.05562826096337306,3.439196805380235e-45,1.164835175311532e-44,69093,Sham Comparator Arm Number,study_design_info/intervention_model
eligibility/minimum_age,study_design_info/masking_num,abs_spearman,0.05541140922575178,7.793028808192863e-55,2.9025482431372134e-54,79096,eligibility/minimum_age__years,study_design_info/masking_num
MaskingType-Care Provider,oversight_info/is_fda_regulated_device,eta,0.055411189715128414,9.048578144014493e-11,1.9010767261457292e-10,13666,MaskingType-Care Provider,oversight_info/is_fda_regulated_device
Device intervention Number,sponsors/lead_sponsor/agency_class,eta,0.055294377275288964,5.224160979813422e-47,1.8190340085021686e-46,71221,Device intervention Number,sponsors/lead_sponsor/agency_class
MaskingType-Care Provider,sponsors/lead_sponsor/agency_class,eta,0.055288441007969744,9.354512511429007e-47,3.2442046883448902e-46,70854,MaskingType-Care Provider,sponsors/lead_sponsor/agency_class
MaskingType-Investigator,start_date,abs_spearman,0.05519727155165707,3.919355483491872e-30,1.143556700682977e-29,42635,MaskingType-Investigator,start_date__days
Procedure intervention Number,Sham Comparator Arm Number,abs_spearman,0.05518766084181368,6.941732169291055e-48,2.441550535251661e-47,69293,Procedure intervention Number,Sham Comparator Arm Number
MaskingType-Participant,oversight_info/is_fda_regulated_device,eta,0.05518220902980551,1.0806125298862799e-10,2.2648543675240184e-10,13666,MaskingType-Participant,oversight_info/is_fda_regulated_device
eligibility/gender,study_design_info/masking_num,eta,0.05510418850149866,1.631221802708545e-47,5.719975544310992e-47,70854,eligibility/gender,study_design_info/masking_num
Behavioral intervention Number,sae_YN,abs_spearman,0.05503533118126191,1.6860679462828317e-13,3.763061087561233e-13,17916,Behavioral intervention Number,sae_YN
Other intervention Number,Procedure intervention Number,abs_spearman,0.05503019404324841,6.744759505285414e-49,2.3867657108825676e-48,71221,Other intervention Number,Procedure intervention Number
execution_pass,icdcode,abs_spearman,0.05498032777336128,1.2798117225349112e-36,4.035703934490759e-36,52772,icdcode__is_nn,execution_pass
execution_fail,icdcode,abs_spearman,0.05498032777336128,1.2798117225349112e-36,4.035703934490759e-36,52772,icdcode__is_nn,execution_fail
icdcode,ipd_info_type-Study Protocol,abs_spearman,0.05492332360408755,0.008466769230638573,0.012488125244681257,2297,icdcode__n_items,ipd_info_type-Study Protocol
enrollment,icdcode,abs_spearman,0.05471642130654431,7.937829372032634e-31,2.3376234803231695e-30,44446,enrollment,icdcode__is_nn
MaskingType-Participant,condition,abs_spearman,0.054693512577339926,8.02106394632497e-55,2.984282356903562e-54,81170,MaskingType-Participant,condition__n_items
brief_title,failure_reason,eta,0.05463141407174998,2.1235227421999766e-13,4.724226331078693e-13,20769,brief_title__n_items,failure_reason
Other Arm Number,sae_rate,abs_spearman,0.054607833815523914,2.709155911192031e-13,6.007860109376074e-13,17886,Other Arm Number,sae_rate
failure_reason,study_design_info/primary_purpose,cramers_v,0.054537374542456406,3.3282140342832227e-25,9.200909919756722e-25,20561,study_design_info/primary_purpose,failure_reason
Placebo Comparator Arm Number,eligibility/minimum_age,abs_spearman,0.0544793568172408,3.7930029085120726e-51,1.368710810703993e-50,76141,Placebo Comparator Arm Number,eligibility/minimum_age__years
eligibility/minimum_age,study_design_info/allocation,eta,0.05446083041347218,4.0248691562201614e-41,1.323218573118738e-40,60725,eligibility/minimum_age__years,study_design_info/allocation
completion_date,intervention/intervention_name,abs_spearman,0.05443115396972356,1.7227460410411504e-29,4.992946199014176e-29,42855,intervention/intervention_name__n_items,completion_date__days
MaskingType-Outcomes Assessor,responsible_party/responsible_party_type,eta,0.05439084354826671,3.0633722033132984e-44,1.029518221132854e-43,67639,MaskingType-Outcomes Assessor,responsible_party/responsible_party_type
Procedure intervention Number,phase,eta,0.05433462938845952,2.2004441545268365e-45,7.496611212726233e-45,71221,Procedure intervention Number,phase
Experimental Arm Number,eligibility/maximum_age,abs_spearman,0.05427187427441547,3.3351031754264577e-28,9.515175315769244e-28,41114,Experimental Arm Number,eligibility/maximum_age__years
condition_browse/mesh_term,intervention_browse/mesh_term,abs_spearman,0.05425049993813054,2.3176296718245064e-54,8.586101396151556e-54,81786,condition_browse/mesh_term__n_items,intervention_browse/mesh_term__n_items
Dietary Supplement intervention Number,responsible_party/responsible_party_type,eta,0.05423261196230774,3.859354227436829e-44,1.2945227741643802e-43,67878,Dietary Supplement intervention Number,responsible_party/responsible_party_type
eligibility/maximum_age,intervention/intervention_type,abs_spearman,0.054224674388570614,3.2244320209164246e-29,9.3063964058842e-29,42760,eligibility/maximum_age__years,intervention/intervention_type__n_items
condition_browse/mesh_term,ipd_info_type-Statistical Analysis Plan (SAP),abs_spearman,0.05410451030719856,0.009498889626702851,0.013968955333386544,2297,condition_browse/mesh_term__is_nn,ipd_info_type-Statistical Analysis Plan (SAP)
dropout_rate,smiless,abs_spearman,0.05410412377248832,3.107411369091388e-26,8.659386132792761e-26,38302,smiless__is_nn,dropout_rate
icdcode,phase,eta,0.05397013137352955,1.947819623368308e-51,7.050701240838407e-51,81786,icdcode__n_items,phase
intervention/intervention_type,study_design_info/masking_num,abs_spearman,0.05391854547259576,2.502138695834948e-53,9.181554348496772e-53,81170,study_design_info/masking_num,intervention/intervention_type__is_nn
Biological intervention Number,oversight_info/has_dmc,eta,0.053917714227899836,6.356172692105928e-31,1.8798042642611147e-30,45926,Biological intervention Number,oversight_info/has_dmc
Other intervention Number,study_design_info/intervention_model,eta,0.053908798635346734,2.0284865212891728e-43,6.777875636038342e-43,70749,Other intervention Number,study_design_info/intervention_model
oversight_info/is_fda_regulated_device,phase,cramers_v,0.05387615415255949,1.2356169191523846e-08,2.4203882717331095e-08,13676,oversight_info/is_fda_regulated_device,phase
has_expanded_access,mortality_rate,eta,0.05384775919006337,9.178498270062541e-13,2.0148630125374185e-12,17570,has_expanded_access,mortality_rate
condition,oversight_info/has_dmc,eta,0.05376995767693905,9.194030095512791e-31,2.7029826211427198e-30,45926,condition__n_items,oversight_info/has_dmc
Active Comparator Arm Number,Placebo Comparator Arm Number,abs_spearman,0.05365337386097801,2.364297039425964e-45,8.031214283485069e-45,69293,Active Comparator Arm Number,Placebo Comparator Arm Number
eligibility/maximum_age,start_date,abs_spearman,0.05347508051913381,8.97732860856552e-17,2.1800291345049043e-16,24161,eligibility/maximum_age__years,start_date__days
Procedure intervention Number,dropout_YN,abs_spearman,0.05345588062519088,1.1998036418456665e-25,3.3327878940157404e-25,38302,Procedure intervention Number,dropout_YN
icdcode,oversight_info/is_fda_regulated_drug,eta,0.05340836190680902,3.63151763062753e-10,7.458347379687155e-10,13761,icdcode__is_nn,oversight_info/is_fda_regulated_drug
Active Comparator Arm Number,ipd_info_type-Statistical Analysis Plan (SAP),abs_spearman,0.05338837151122149,0.013530428169219521,0.019664674984541126,2139,Active Comparator Arm Number,ipd_info_type-Statistical Analysis Plan (SAP)
brief_title,number_of_arms,abs_spearman,0.0533837367445549,2.0581976848461539e-50,7.388674540124364e-50,78123,brief_title__n_items,number_of_arms
completion_date,dropout_YN,abs_spearman,0.053211546078686604,1.2963209819412371e-11,2.7687248999666865e-11,16162,dropout_YN,completion_date__days
failure_reason,study_design_info/intervention_model,cramers_v,0.053076907792843936,2.3023761092374458e-30,6.734643922222327e-30,20298,study_design_info/intervention_model,failure_reason
condition_browse/mesh_term,intervention/intervention_type,abs_spearman,0.05282678558534888,1.2348708750904278e-51,4.47930719304722e-51,81786,condition_browse/mesh_term__is_nn,intervention/intervention_type__is_nn
Device intervention Number,sae_rate,abs_spearman,0.05281009416827595,1.5150091140067423e-12,3.319455656477572e-12,17916,Device intervention Number,sae_rate
condition_browse/mesh_term,ipd_info_type-Clinical Study Report (CSR),abs_spearman,0.05272742691121192,0.014593966508615,0.021166124214289286,2145,condition_browse/mesh_term__n_items,ipd_info_type-Clinical Study Report (CSR)
intervention/intervention_type,study_design_info/allocation,eta,0.052697080004443064,1.9707003799290617e-39,6.376335028168984e-39,62081,study_design_info/allocation,intervention/intervention_type__is_nn
dropout_YN,eligibility/maximum_age,abs_spearman,0.05259654450283288,1.0644561359992218e-12,2.3352178488619293e-12,18312,eligibility/maximum_age__years,dropout_YN
Biological intervention Number,Placebo Comparator Arm Number,abs_spearman,0.05259567932376839,5.503702923390811e-49,1.9495787623632078e-48,78123,Biological intervention Number,Placebo Comparator Arm Number
brief_title,study_design_info/masking,eta,0.05253422427120511,9.424557613761713e-35,2.8982599741435355e-34,75043,brief_title__n_items,study_design_info/masking
Active Comparator Arm Number,Behavioral intervention Number,abs_spearman,0.05251917592806161,1.5845334010156038e-43,5.2995703258221596e-43,69293,Active Comparator Arm Number,Behavioral intervention Number
No Intervention Arm Number,ipd_info_type-Clinical Study Report (CSR),abs_spearman,0.05233576692713286,0.015489036842379103,0.022398836049632703,2139,No Intervention Arm Number,ipd_info_type-Clinical Study Report (CSR)
Drug intervention Number,Sham Comparator Arm Number,abs_spearman,0.052248668085003135,4.26300522267219e-43,1.4216836035303128e-42,69293,Drug intervention Number,Sham Comparator Arm Number
MaskingType-Outcomes Assessor,eligibility/gender,eta,0.05220997563192884,1.011064608348464e-42,3.3589383499148304e-42,70854,MaskingType-Outcomes Assessor,eligibility/gender
MaskingType-Care Provider,completion_date,abs_spearman,0.05219547221351361,4.075247948781511e-27,1.1476083162087318e-26,42635,MaskingType-Care Provider,completion_date__days
eligibility/healthy_volunteers,ipd_info_type-Statistical Analysis Plan (SAP),eta,0.05217075756455554,0.012393715135866921,0.0180730843882239,2297,eligibility/healthy_volunteers,ipd_info_type-Statistical Analysis Plan (SAP)
Drug intervention Number,dropout_YN,abs_spearman,0.05213081409205049,1.80575343945353e-24,4.9448330985823616e-24,38302,Drug intervention Number,dropout_YN
MaskingType-Care Provider,No Intervention Arm Number,abs_spearman,0.05210515594400992,8.840134027601283e-43,2.939661793867412e-42,69142,MaskingType-Care Provider,No Intervention Arm Number
Radiation intervention Number,icdcode,abs_spearman,0.0520746411226765,3.1833010608634993e-50,1.1404094006701712e-49,81786,Radiation intervention Number,icdcode__n_items
ipd_info_type-Analytic Code,number_of_arms,abs_spearman,0.05198487016125282,0.012846187472729097,0.01870150878413641,2290,ipd_info_type-Analytic Code,number_of_arms
execution_fail,smiless,abs_spearman,0.051807435591958904,1.0624272351418406e-32,3.213172012287116e-32,52772,smiless__n_items,execution_fail
execution_pass,smiless,abs_spearman,0.051807435591958904,1.0624272351418406e-32,3.213172012287116e-32,52772,smiless__n_items,execution_pass
MaskingType-Investigator,eligibility/minimum_age,abs_spearman,0.05171963517423583,5.416925832521943e-48,1.9071750018251013e-47,79096,MaskingType-Investigator,eligibility/minimum_age__years
enrollment,intervention_browse/mesh_term,abs_spearman,0.05160426718905254,1.3401394910288997e-27,3.789247136961291e-27,44446,enrollment,intervention_browse/mesh_term__n_items
has_expanded_access,ipd_info_type-Clinical Study Report (CSR),eta,0.05156380025611939,0.017499741007713194,0.025222563252510724,2123,has_expanded_access,ipd_info_type-Clinical Study Report (CSR)
Active Comparator Arm Number,start_date,abs_spearman,0.051508853579107644,6.222131612304245e-42,2.057269966960728e-41,69293,Active Comparator Arm Number,start_date__is_nn
Active Comparator Arm Number,completion_date,abs_spearman,0.051508853579107644,6.222131612304245e-42,2.057269966960728e-41,69293,Active Comparator Arm Number,completion_date__is_nn
Procedure intervention Number,eligibility/maximum_age,abs_spearman,0.05150435035251564,1.0781458574311754e-23,2.920153433026761e-23,37908,Procedure intervention Number,eligibility/maximum_age__years
condition,phase,eta,0.05122738653466454,2.5424209710780483e-46,8.764794518349423e-46,81786,condition__n_items,phase
Placebo Comparator Arm Number,condition,abs_spearman,0.0511340616834665,2.1460980656207433e-46,7.40584982922749e-46,78123,Placebo Comparator Arm Number,condition__n_items
Dietary Supplement intervention Number,study_design_info/intervention_model,eta,0.05112666530036466,1.1301081927812964e-44,3.8053546220106635e-44,80897,Dietary Supplement intervention Number,study_design_info/intervention_model
Procedure intervention Number,icdcode,abs_spearman,0.05100926938040379,2.979416593501211e-42,9.869850011836709e-42,71221,Procedure intervention Number,icdcode__n_items
eligibility/maximum_age,study_design_info/intervention_model,eta,0.05079251028606031,9.701584075594051e-23,2.579418872432236e-22,42360,eligibility/maximum_age__years,study_design_info/intervention_model
Biological intervention Number,ipd_info_type-Clinical Study Report (CSR),abs_spearman,0.050763157967823824,0.018713088408878108,0.026937855103915255,2145,Biological intervention Number,ipd_info_type-Clinical Study Report (CSR)
icdcode,oversight_info/has_dmc,eta,0.050750835682927424,1.39220062605673e-27,3.9332497362171844e-27,45926,icdcode__n_items,oversight_info/has_dmc
Experimental Arm Number,Procedure intervention Number,abs_spearman,0.05072342859199818,1.0276953983899302e-40,3.3627509504755252e-40,69293,Experimental Arm Number,Procedure intervention Number
condition,study_design_info/allocation,eta,0.05061249211113503,1.6703176100998084e-36,5.262333359108644e-36,62081,condition__n_items,study_design_info/allocation
Procedure intervention Number,eligibility/healthy_volunteers,eta,0.05054817339447176,1.8478037235616772e-41,6.092142257473271e-41,71109,Procedure intervention Number,eligibility/healthy_volunteers
MaskingType-Outcomes Assessor,completion_date,abs_spearman,0.0505280582589369,1.636371512740918e-25,4.538221074840136e-25,42635,MaskingType-Outcomes Assessor,completion_date__days
Placebo Comparator Arm Number,oversight_info/is_fda_regulated_drug,eta,0.05041835356293212,3.3782971557053882e-09,6.7275545077800714e-09,13735,Placebo Comparator Arm Number,oversight_info/is_fda_regulated_drug
Behavioral intervention Number,intervention/intervention_name,abs_spearman,0.05031123543926616,5.4014431860737425e-47,1.878880387548174e-46,81786,Behavioral intervention Number,intervention/intervention_name__n_items
