orig_a,orig_b,feat_a,feat_b,role_a,role_b,metric,effect_size,p,n_valid,p_adj
eligibility/gender,icdcode,eligibility/gender,icdcode__is_nn,cat,num,eta,0.024739043847147056,3.4067156457312964e-10,71221,7.017389963791497e-10
eligibility/gender,icdcode,eligibility/gender,icdcode__n_items,cat,num,eta,0.017539721368776857,1.7444202544930898e-05,71221,3.0354834173077053e-05
eligibility/gender,intervention/intervention_name,eligibility/gender,intervention/intervention_name__is_nn,cat,num,eta,0.0,1.0,71221,1.0
eligibility/gender,intervention/intervention_name,eligibility/gender,intervention/intervention_name__n_items,cat,num,eta,0.009873599544425515,0.031066715487501288,71221,0.04392453255690752
eligibility/gender,intervention_browse/mesh_term,eligibility/gender,intervention_browse/mesh_term__is_nn,cat,num,eta,0.07039369760636338,1.5039780634387345e-77,71221,6.691835813635855e-77
eligibility/gender,intervention_browse/mesh_term,eligibility/gender,intervention_browse/mesh_term__n_items,cat,num,eta,0.06054688553638591,1.5960843686553764e-57,71221,6.074910384531691e-57
eligibility/gender,ipd_info_type-Analytic Code,eligibility/gender,ipd_info_type-Analytic Code,cat,num,eta,0.050163927689011664,0.06730760022377726,2145,0.09154360500102778
eligibility/gender,ipd_info_type-Clinical Study Report (CSR),eligibility/gender,ipd_info_type-Clinical Study Report (CSR),cat,num,eta,0.04390123860230101,0.12667252231278497,2145,0.1671173177816734
eligibility/gender,ipd_info_type-Informed Consent Form (ICF),eligibility/gender,ipd_info_type-Informed Consent Form (ICF),cat,num,eta,0.038733747307991076,0.20028152536062868,2145,0.2582810544294543
eligibility/gender,ipd_info_type-Statistical Analysis Plan (SAP),eligibility/gender,ipd_info_type-Statistical Analysis Plan (SAP),cat,num,eta,0.01310968773885708,0.8318675301633942,2145,0.9575156234904918
eligibility/gender,ipd_info_type-Study Protocol,eligibility/gender,ipd_info_type-Study Protocol,cat,num,eta,0.038716982090033034,0.20056066359449362,2145,0.25841613125356516
eligibility/gender,location/facility/address/city,eligibility/gender,location/facility/address/city__is_nn,cat,num,eta,0.014690977602773674,0.00045914909322454126,71221,0.0007407349577322566
eligibility/gender,location/facility/address/city,eligibility/gender,location/facility/address/city__n_items,cat,num,eta,0.03290380173767544,1.7693565619829303e-17,71221,4.329939473866678e-17
eligibility/gender,number_of_arms,eligibility/gender,number_of_arms,cat,num,eta,0.04477143656007916,6.45710578363543e-31,69293,1.9064097364599082e-30
eligibility/gender,oversight_info/has_dmc,eligibility/gender,oversight_info/has_dmc,cat,cat,cramers_v,0.027358689854867585,7.704803339441838e-07,37612,1.4106528769526019e-06
eligibility/gender,oversight_info/is_fda_regulated_device,eligibility/gender,oversight_info/is_fda_regulated_device,cat,cat,cramers_v,0.02778355292799216,0.012969298051127665,11258,0.01887282693788469
eligibility/gender,oversight_info/is_fda_regulated_drug,eligibility/gender,oversight_info/is_fda_regulated_drug,cat,cat,cramers_v,0.06453686263356341,5.5562914787037035e-11,11339,1.1758899444881466e-10
eligibility/gender,patient_data/sharing_ipd,eligibility/gender,patient_data/sharing_ipd,cat,cat,cramers_v,0.040313760279769094,6.688718670579421e-09,13510,1.32064189660588e-08
eligibility/gender,phase,eligibility/gender,phase,cat,cat,cramers_v,0.12773544649097152,0.0,71221,0.0
eligibility/gender,responsible_party/responsible_party_type,eligibility/gender,responsible_party/responsible_party_type,cat,cat,cramers_v,0.05866884276640611,7.990321793620227e-100,67878,4.0893031270736805e-99
eligibility/gender,smiless,eligibility/gender,smiless__is_nn,cat,num,eta,0.05863636513078668,5.457241999912104e-54,71221,2.0152939372682849e-53
eligibility/gender,smiless,eligibility/gender,smiless__n_items,cat,num,eta,0.03407876204426238,1.0698931443416598e-18,71221,2.672809975979344e-18
eligibility/gender,sponsors/lead_sponsor/agency_class,eligibility/gender,sponsors/lead_sponsor/agency_class,cat,cat,cramers_v,0.08422073049022161,5.13726819280355e-215,71221,4.5194954354410974e-214
eligibility/gender,study_design_info/allocation,eligibility/gender,study_design_info/allocation,cat,cat,cramers_v,0.026721878141499053,3.704083870959317e-09,54376,7.363667878480335e-09
eligibility/gender,study_design_info/intervention_model,eligibility/gender,study_design_info/intervention_model,cat,cat,cramers_v,0.08676994684546664,1.1685386297111415e-224,70749,1.065793107151238e-223
eligibility/gender,study_design_info/masking,eligibility/gender,study_design_info/masking,cat,cat,cramers_v,0.05695436718778931,4.81681823962647e-68,64727,1.9974276113009527e-67
eligibility/gender,study_design_info/masking_num,eligibility/gender,study_design_info/masking_num,cat,num,eta,0.05510418850149866,1.631221802708545e-47,70854,5.719975544310992e-47
eligibility/gender,study_design_info/primary_purpose,eligibility/gender,study_design_info/primary_purpose,cat,cat,cramers_v,0.09668252301916941,2.1574447682318145e-269,70604,2.21808300875904e-268
eligibility/gender,study_type,eligibility/gender,study_type,cat,cat,cramers_v,0.0,1.0,71221,1.0
eligibility/gender,intervention/intervention_type,eligibility/gender,intervention/intervention_type__is_nn,cat,num,eta,0.0,1.0,71221,1.0
eligibility/gender,intervention/intervention_type,eligibility/gender,intervention/intervention_type__n_items,cat,num,eta,0.0,1.0,71221,1.0
eligibility/gender,dropout_YN,eligibility/gender,dropout_YN,cat,num,eta,0.06233887938749331,4.14861641151291e-33,38302,1.2601784991265178e-32
eligibility/gender,dropout_rate,eligibility/gender,dropout_rate,cat,num,eta,0.019059977857970267,0.0009510470117510533,38302,0.001504273266197046
eligibility/gender,start_date,eligibility/gender,start_date__is_nn,cat,num,eta,0.04360899176633754,3.6468757228694184e-30,71221,1.0649490031068259e-29
eligibility/gender,start_date,eligibility/gender,start_date__days,cat,num,eta,0.04214759593808525,2.8534484965057146e-17,42855,6.953529821428722e-17
eligibility/gender,completion_date,eligibility/gender,completion_date__is_nn,cat,num,eta,0.04360899176633754,3.6468757228694184e-30,71221,1.0649490031068259e-29
eligibility/gender,completion_date,eligibility/gender,completion_date__days,cat,num,eta,0.037610048846594024,6.735021011813259e-14,42855,1.5296861448399395e-13
eligibility/gender,duration_day,eligibility/gender,duration_day,cat,num,eta,0.10378809996637864,1.6632698792224894e-101,42855,8.588206285733497e-101
eligibility/gender,duration_month,eligibility/gender,duration_month,cat,num,eta,0.10393396048626873,8.628899162410437e-102,42855,4.468766704825078e-101
eligibility/gender,duration_year,eligibility/gender,duration_year,cat,num,eta,0.10378809996637862,1.6632698792226312e-101,42855,8.588206285733497e-101
eligibility/gender,sae_YN,eligibility/gender,sae_YN,cat,num,eta,0.088293941721407,3.608481819597942e-31,17916,1.0690088937001575e-30
eligibility/gender,sae_rate,eligibility/gender,sae_rate,cat,num,eta,0.07757400521601511,3.324941922219688e-24,17916,9.040824084282798e-24
eligibility/gender,mortality_YN,eligibility/gender,mortality_YN,cat,num,eta,0.07170524945631679,8.88501919996216e-21,17916,2.2972798898711685e-20
eligibility/gender,mortality_rate,eligibility/gender,mortality_rate,cat,num,eta,0.022839400987990213,0.00934165489586135,17916,0.01374936499920296
eligibility/gender,failure_reason,eligibility/gender,failure_reason,cat,cat,cramers_v,0.03289282670911709,0.0011710158660484969,10204,0.001838807110040003
eligibility/gender,approval_outcome,eligibility/gender,approval_outcome,cat,num,eta,0.03384250187272231,1.0036981973918827e-06,24108,1.8289728557612966e-06
eligibility/gender,execution_fail,eligibility/gender,execution_fail,cat,num,eta,0.05777718100820192,2.2694721082358755e-31,42207,6.740526133435613e-31
eligibility/gender,execution_pass,eligibility/gender,execution_pass,cat,num,eta,0.05777718100820192,2.2694721082358755e-31,42207,6.740526133435613e-31
eligibility/gender,biology_pass,eligibility/gender,biology_pass,cat,num,eta,0.01415423393564984,0.09160921936518761,23862,0.12291198351120732
eligibility/gender,biology_fail,eligibility/gender,biology_fail,cat,num,eta,0.014154233935649867,0.09160921936518761,23862,0.12291198351120732
eligibility/gender,regulatory_pass,eligibility/gender,regulatory_pass,cat,num,eta,0.03384250187272231,1.0036981973918827e-06,24108,1.8289728557612966e-06
eligibility/healthy_volunteers,eligibility/maximum_age,eligibility/healthy_volunteers,eligibility/maximum_age__years,cat,num,eta,0.22422476081683199,0.0,42674,0.0
eligibility/healthy_volunteers,eligibility/minimum_age,eligibility/healthy_volunteers,eligibility/minimum_age__years,cat,num,eta,0.010816942689267448,0.002291799721584032,79479,0.003534844222150249
eligibility/healthy_volunteers,enrollment,eligibility/healthy_volunteers,enrollment,cat,num,eta,0.030761573981224144,9.114463839506214e-11,44369,1.9137620448510027e-10
eligibility/healthy_volunteers,has_expanded_access,eligibility/healthy_volunteers,has_expanded_access,cat,cat,cramers_v,0.023510823796244147,4.917588410864151e-10,70030,1.0046219710613123e-09
eligibility/healthy_volunteers,icdcode,eligibility/healthy_volunteers,icdcode__is_nn,cat,num,eta,0.08716890758112925,2.1610181426462463e-137,81613,1.390655193647353e-136
eligibility/healthy_volunteers,icdcode,eligibility/healthy_volunteers,icdcode__n_items,cat,num,eta,0.07352522755103873,3.284750957736794e-98,81613,1.6518827175304428e-97
eligibility/healthy_volunteers,intervention/intervention_name,eligibility/healthy_volunteers,intervention/intervention_name__is_nn,cat,num,eta,0.0,1.0,81613,1.0
eligibility/healthy_volunteers,intervention/intervention_name,eligibility/healthy_volunteers,intervention/intervention_name__n_items,cat,num,eta,0.0032974819887775643,0.3461862776821565,81613,0.42934001132662475
eligibility/healthy_volunteers,intervention_browse/mesh_term,eligibility/healthy_volunteers,intervention_browse/mesh_term__is_nn,cat,num,eta,0.12867473090609763,2.8847609735005718e-298,81613,3.172324171808382e-297
eligibility/healthy_volunteers,intervention_browse/mesh_term,eligibility/healthy_volunteers,intervention_browse/mesh_term__n_items,cat,num,eta,0.11521032413681384,3.8267668114478962e-239,81613,3.683660573346659e-238
eligibility/healthy_volunteers,ipd_info_type-Analytic Code,eligibility/healthy_volunteers,ipd_info_type-Analytic Code,cat,num,eta,0.031111666140569833,0.13605633096265862,2297,0.17875075617967437
eligibility/healthy_volunteers,ipd_info_type-Clinical Study Report (CSR),eligibility/healthy_volunteers,ipd_info_type-Clinical Study Report (CSR),cat,num,eta,0.09692214411868519,6.897090525422534e-06,2145,1.2147688583802993e-05
eligibility/healthy_volunteers,ipd_info_type-Informed Consent Form (ICF),eligibility/healthy_volunteers,ipd_info_type-Informed Consent Form (ICF),cat,num,eta,0.3323714961971145,1.7310002482198863e-56,2145,6.53828898104794e-56
eligibility/healthy_volunteers,ipd_info_type-Statistical Analysis Plan (SAP),eligibility/healthy_volunteers,ipd_info_type-Statistical Analysis Plan (SAP),cat,num,eta,0.05217075756455554,0.012393715135866921,2297,0.0180730843882239
eligibility/healthy_volunteers,ipd_info_type-Study Protocol,eligibility/healthy_volunteers,ipd_info_type-Study Protocol,cat,num,eta,0.0041870395966932174,0.8410395007593012,2297,0.9664723099003213
eligibility/healthy_volunteers,location/facility/address/city,eligibility/healthy_volunteers,location/facility/address/city__is_nn,cat,num,eta,0.08020619326593878,1.476031784568297e-116,81613,8.492070283733166e-116
eligibility/healthy_volunteers,location/facility/address/city,eligibility/healthy_volunteers,location/facility/address/city__n_items,cat,num,eta,0.12222120921645821,4.321913841410207e-269,81613,4.430280412655006e-268
eligibility/healthy_volunteers,number_of_arms,eligibility/healthy_volunteers,number_of_arms,cat,num,eta,0.20971273706739307,0.0,78060,0.0
eligibility/healthy_volunteers,oversight_info/has_dmc,eligibility/healthy_volunteers,oversight_info/has_dmc,cat,cat,cramers_v,0.11377433587624472,3.0046177243232313e-131,45906,1.8644726057184338e-130
eligibility/healthy_volunteers,oversight_info/is_fda_regulated_device,eligibility/healthy_volunteers,oversight_info/is_fda_regulated_device,cat,cat,cramers_v,0.004448977543479252,0.6028662393886792,13676,0.7152475868472722
eligibility/healthy_volunteers,oversight_info/is_fda_regulated_drug,eligibility/healthy_volunteers,oversight_info/is_fda_regulated_drug,cat,cat,cramers_v,0.10532937738979817,4.5264081628263096e-35,13761,1.3994011001620486e-34
eligibility/healthy_volunteers,patient_data/sharing_ipd,eligibility/healthy_volunteers,patient_data/sharing_ipd,cat,cat,cramers_v,0.04483676046543405,1.267063728839687e-06,13509,2.296842179299902e-06
eligibility/healthy_volunteers,phase,eligibility/healthy_volunteers,phase,cat,cat,cramers_v,0.4111786253703832,0.0,81613,0.0
eligibility/healthy_volunteers,responsible_party/responsible_party_type,eligibility/healthy_volunteers,responsible_party/responsible_party_type,cat,cat,cramers_v,0.041495291219259274,4.3770911459825554e-26,67823,1.2187813888052388e-25
eligibility/healthy_volunteers,smiless,eligibility/healthy_volunteers,smiless__is_nn,cat,num,eta,0.1275347528626199,5.325195107585994e-293,81613,5.746910869211594e-292
eligibility/healthy_volunteers,smiless,eligibility/healthy_volunteers,smiless__n_items,cat,num,eta,0.09176491343025571,4.176654622290358e-152,81613,2.868354706019564e-151
eligibility/healthy_volunteers,sponsors/lead_sponsor/agency_class,eligibility/healthy_volunteers,sponsors/lead_sponsor/agency_class,cat,cat,cramers_v,0.11158198709869743,1.3355711607944006e-191,71109,1.0818437724383548e-190
eligibility/healthy_volunteers,study_design_info/allocation,eligibility/healthy_volunteers,study_design_info/allocation,cat,cat,cramers_v,0.009645321404948781,0.016379480224064324,61932,0.023666816539968202
eligibility/healthy_volunteers,study_design_info/intervention_model,eligibility/healthy_volunteers,study_design_info/intervention_model,cat,cat,cramers_v,0.29261232670934473,0.0,80743,0.0
eligibility/healthy_volunteers,study_design_info/masking,eligibility/healthy_volunteers,study_design_info/masking,cat,cat,cramers_v,0.10848969755406115,1.4457054838513991e-176,74940,1.1340466267231629e-175
eligibility/healthy_volunteers,study_design_info/masking_num,eligibility/healthy_volunteers,study_design_info/masking_num,cat,num,eta,0.026370189508695057,6.05321172944975e-14,81014,1.3757299385113068e-13
eligibility/healthy_volunteers,study_design_info/primary_purpose,eligibility/healthy_volunteers,study_design_info/primary_purpose,cat,cat,cramers_v,0.45547510369910016,0.0,80843,0.0
eligibility/healthy_volunteers,study_type,eligibility/healthy_volunteers,study_type,cat,cat,cramers_v,0.0,1.0,81613,1.0
eligibility/healthy_volunteers,intervention/intervention_type,eligibility/healthy_volunteers,intervention/intervention_type__is_nn,cat,num,eta,0.09222430751390046,1.282295409168744e-153,81613,8.858800291970946e-153
eligibility/healthy_volunteers,intervention/intervention_type,eligibility/healthy_volunteers,intervention/intervention_type__n_items,cat,num,eta,0.0696750939549222,2.2949387465326683e-88,81613,1.08650029212548e-87
eligibility/healthy_volunteers,dropout_YN,eligibility/healthy_volunteers,dropout_YN,cat,num,eta,0.16556344539938816,2.7625414886125573e-233,38268,2.6157579490268766e-232
eligibility/healthy_volunteers,dropout_rate,eligibility/healthy_volunteers,dropout_rate,cat,num,eta,0.2034619550359063,0.0,38268,0.0
eligibility/healthy_volunteers,start_date,eligibility/healthy_volunteers,start_date__is_nn,cat,num,eta,0.16434936846006556,0.0,81613,0.0
eligibility/healthy_volunteers,start_date,eligibility/healthy_volunteers,start_date__days,cat,num,eta,0.19825729546610832,0.0,42833,0.0
eligibility/healthy_volunteers,completion_date,eligibility/healthy_volunteers,completion_date__is_nn,cat,num,eta,0.16434936846006556,0.0,81613,0.0
eligibility/healthy_volunteers,completion_date,eligibility/healthy_volunteers,completion_date__days,cat,num,eta,0.05986766369401,2.579077325485281e-35,42833,8.009199022396204e-35
eligibility/healthy_volunteers,duration_day,eligibility/healthy_volunteers,duration_day,cat,num,eta,0.35122717405954357,0.0,42833,0.0
eligibility/healthy_volunteers,duration_month,eligibility/healthy_volunteers,duration_month,cat,num,eta,0.3513383366772956,0.0,42833,0.0
eligibility/healthy_volunteers,duration_year,eligibility/healthy_volunteers,duration_year,cat,num,eta,0.3512271740595435,0.0,42833,0.0
eligibility/healthy_volunteers,sae_YN,eligibility/healthy_volunteers,sae_YN,cat,num,eta,0.30941504611442544,0.0,17914,0.0
eligibility/healthy_volunteers,sae_rate,eligibility/healthy_volunteers,sae_rate,cat,num,eta,0.2606490265311274,5.093041484235535e-276,17914,5.314810557873419e-275
eligibility/healthy_volunteers,mortality_YN,eligibility/healthy_volunteers,mortality_YN,cat,num,eta,0.2560031051480013,5.230889067767796e-266,17914,5.330598096918795e-265
eligibility/healthy_volunteers,mortality_rate,eligibility/healthy_volunteers,mortality_rate,cat,num,eta,0.18350753143455406,1.8813761658728264e-135,17914,1.1952069792336512e-134
eligibility/healthy_volunteers,failure_reason,eligibility/healthy_volunteers,failure_reason,cat,cat,cramers_v,0.11770531740177184,6.8991613853433905e-62,20706,2.6907503719493023e-61
eligibility/healthy_volunteers,approval_outcome,eligibility/healthy_volunteers,approval_outcome,cat,num,eta,0.0678999386967323,1.408995108540023e-32,30572,4.2355173029209166e-32
eligibility/healthy_volunteers,execution_fail,eligibility/healthy_volunteers,execution_fail,cat,num,eta,0.11597693331646322,3.805892464242628e-157,52677,2.6664266760574403e-156
eligibility/healthy_volunteers,execution_pass,eligibility/healthy_volunteers,execution_pass,cat,num,eta,0.11597693331646325,3.8058924642431384e-157,52677,2.6664266760574403e-156
eligibility/healthy_volunteers,biology_pass,eligibility/healthy_volunteers,biology_pass,cat,num,eta,0.04001631079965054,1.2240919742171153e-13,34303,2.746106914399301e-13
eligibility/healthy_volunteers,biology_fail,eligibility/healthy_volunteers,biology_fail,cat,num,eta,0.040016310799650553,1.2240919742171271e-13,34303,2.746106914399301e-13
eligibility/healthy_volunteers,regulatory_pass,eligibility/healthy_volunteers,regulatory_pass,cat,num,eta,0.0678999386967323,1.408995108540023e-32,30572,4.2355173029209166e-32
eligibility/maximum_age,eligibility/minimum_age,eligibility/maximum_age__years,eligibility/minimum_age__years,num,num,abs_spearman,0.4648468117347087,0.0,41854,0.0
eligibility/maximum_age,enrollment,eligibility/maximum_age__years,enrollment,num,num,abs_spearman,0.03104857892552399,5.232370694295257e-06,21517,9.262602222453397e-06
eligibility/maximum_age,has_expanded_access,eligibility/maximum_age__years,has_expanded_access,num,cat,eta,0.002621147593110528,0.6121228261882976,37423,0.7247450838174904
eligibility/maximum_age,icdcode,eligibility/maximum_age__years,icdcode__is_nn,num,num,abs_spearman,0.10568113411004959,1.9099138000423047e-106,42760,1.0321851407693637e-105
eligibility/maximum_age,icdcode,eligibility/maximum_age__years,icdcode__n_items,num,num,abs_spearman,0.11289433223666516,2.733061523863242e-121,42760,1.617953798198427e-120
eligibility/maximum_age,intervention/intervention_name,eligibility/maximum_age__years,intervention/intervention_name__is_nn,num,num,abs_spearman,0.0,1.0,42760,1.0
eligibility/maximum_age,intervention/intervention_name,eligibility/maximum_age__years,intervention/intervention_name__n_items,num,num,abs_spearman,0.0002885667874497646,0.9524188521856188,42760,1.0
eligibility/maximum_age,intervention_browse/mesh_term,eligibility/maximum_age__years,intervention_browse/mesh_term__is_nn,num,num,abs_spearman,0.01344481799226411,0.0054320429517931285,42760,0.008175118777601178
eligibility/maximum_age,intervention_browse/mesh_term,eligibility/maximum_age__years,intervention_browse/mesh_term__n_items,num,num,abs_spearman,0.031094276199365355,1.2660531123744535e-10,42760,2.650322027410377e-10
eligibility/maximum_age,ipd_info_type-Analytic Code,eligibility/maximum_age__years,ipd_info_type-Analytic Code,num,num,abs_spearman,0.009004527725063266,0.7638114159655962,1116,0.8874104548580564
eligibility/maximum_age,ipd_info_type-Clinical Study Report (CSR),eligibility/maximum_age__years,ipd_info_type-Clinical Study Report (CSR),num,num,abs_spearman,0.279825360050365,4.6879339455741263e-20,1034,1.1978360632992713e-19
eligibility/maximum_age,ipd_info_type-Informed Consent Form (ICF),eligibility/maximum_age__years,ipd_info_type-Informed Consent Form (ICF),num,num,abs_spearman,0.29656725038753906,1.9396266494307837e-22,1034,5.121734503626119e-22
eligibility/maximum_age,ipd_info_type-Statistical Analysis Plan (SAP),eligibility/maximum_age__years,ipd_info_type-Statistical Analysis Plan (SAP),num,num,abs_spearman,0.04597127436917961,0.12482466199929551,1116,0.1648045974344802
eligibility/maximum_age,ipd_info_type-Study Protocol,eligibility/maximum_age__years,ipd_info_type-Study Protocol,num,num,abs_spearman,0.03477922386566863,0.24568081464237276,1116,0.31192576941258504
eligibility/maximum_age,location/facility/address/city,eligibility/maximum_age__years,location/facility/address/city__is_nn,num,num,abs_spearman,0.04017241222695053,9.557290436583705e-17,42760,2.317626257301352e-16
eligibility/maximum_age,location/facility/address/city,eligibility/maximum_age__years,location/facility/address/city__n_items,num,num,abs_spearman,0.062480134742940806,2.9619262392656335e-38,42760,9.47761849120449e-38
eligibility/maximum_age,number_of_arms,eligibility/maximum_age__years,number_of_arms,num,num,abs_spearman,0.061092740209026636,2.65504938354306e-35,41114,8.237764828403692e-35
eligibility/maximum_age,oversight_info/has_dmc,eligibility/maximum_age__years,oversight_info/has_dmc,num,cat,eta,0.037252054028772574,2.9075295966439048e-08,22159,5.591403070469047e-08
eligibility/maximum_age,oversight_info/is_fda_regulated_device,eligibility/maximum_age__years,oversight_info/is_fda_regulated_device,num,cat,eta,0.04015729621757798,0.0011362197063825641,6565,0.0017882080976808926
eligibility/maximum_age,oversight_info/is_fda_regulated_drug,eligibility/maximum_age__years,oversight_info/is_fda_regulated_drug,num,cat,eta,0.02199459688045553,0.07371934082717975,6612,0.09979536789031929
eligibility/maximum_age,patient_data/sharing_ipd,eligibility/maximum_age__years,patient_data/sharing_ipd,num,cat,eta,0.12919522879512935,8.872833605360267e-26,6857,2.466647742290154e-25
eligibility/maximum_age,phase,eligibility/maximum_age__years,phase,num,cat,eta,0.12351616373331138,3.7494717111050375e-142,42760,2.467692082592804e-141
eligibility/maximum_age,responsible_party/responsible_party_type,eligibility/maximum_age__years,responsible_party/responsible_party_type,num,cat,eta,0.020331866577883655,0.000546187633222902,36342,0.0008762705565325875
eligibility/maximum_age,smiless,eligibility/maximum_age__years,smiless__is_nn,num,num,abs_spearman,0.05017641198731327,2.9955766851672593e-25,42760,8.287921163181709e-25
eligibility/maximum_age,smiless,eligibility/maximum_age__years,smiless__n_items,num,num,abs_spearman,0.04949820803444913,1.2926938874779678e-24,42760,3.545470606934442e-24
eligibility/maximum_age,sponsors/lead_sponsor/agency_class,eligibility/maximum_age__years,sponsors/lead_sponsor/agency_class,num,cat,eta,0.031050770474508355,5.692135768738077e-08,37908,1.0832514674898587e-07
eligibility/maximum_age,study_design_info/allocation,eligibility/maximum_age__years,study_design_info/allocation,num,cat,eta,0.0032017681624723223,0.549417163140184,34960,0.6585804214943564
eligibility/maximum_age,study_design_info/intervention_model,eligibility/maximum_age__years,study_design_info/intervention_model,num,cat,eta,0.05079251028606031,9.701584075594051e-23,42360,2.579418872432236e-22
eligibility/maximum_age,study_design_info/masking,eligibility/maximum_age__years,study_design_info/masking,num,cat,eta,0.07212739494377805,3.4264458622644454e-34,39233,1.0518462342198718e-33
eligibility/maximum_age,study_design_info/masking_num,eligibility/maximum_age__years,study_design_info/masking_num,num,num,abs_spearman,0.00955862439893758,0.04896977011471722,42427,0.06744746379256533
eligibility/maximum_age,study_design_info/primary_purpose,eligibility/maximum_age__years,study_design_info/primary_purpose,num,cat,eta,0.2325704322275627,0.0,42342,0.0
eligibility/maximum_age,study_type,eligibility/maximum_age__years,study_type,num,cat,eta,0.0,1.0,42760,1.0
eligibility/maximum_age,intervention/intervention_type,eligibility/maximum_age__years,intervention/intervention_type__is_nn,num,num,abs_spearman,0.05411405347724609,4.177608266474589e-29,42760,1.201754033609205e-28
eligibility/maximum_age,intervention/intervention_type,eligibility/maximum_age__years,intervention/intervention_type__n_items,num,num,abs_spearman,0.054224674388570614,3.2244320209164246e-29,42760,9.3063964058842e-29
eligibility/maximum_age,dropout_YN,eligibility/maximum_age__years,dropout_YN,num,num,abs_spearman,0.05259654450283288,1.0644561359992218e-12,18312,2.3352178488619293e-12
eligibility/maximum_age,dropout_rate,eligibility/maximum_age__years,dropout_rate,num,num,abs_spearman,0.1096100914947261,4.685981607209357e-50,18312,1.6735648597176273e-49
eligibility/maximum_age,start_date,eligibility/maximum_age__years,start_date__is_nn,num,num,abs_spearman,0.046274232669491114,1.0318499164865264e-21,42760,2.695998841947879e-21
eligibility/maximum_age,start_date,eligibility/maximum_age__years,start_date__days,num,num,abs_spearman,0.05347508051913381,8.97732860856552e-17,24161,2.1800291345049043e-16
eligibility/maximum_age,completion_date,eligibility/maximum_age__years,completion_date__is_nn,num,num,abs_spearman,0.046274232669491114,1.0318499164865264e-21,42760,2.695998841947879e-21
eligibility/maximum_age,completion_date,eligibility/maximum_age__years,completion_date__days,num,num,abs_spearman,0.01059479880489768,0.09959992052555378,24161,0.13342703308646853
eligibility/maximum_age,duration_day,eligibility/maximum_age__years,duration_day,num,num,abs_spearman,0.20216010866240924,3.164462917319397e-221,24161,2.841475100176978e-220
eligibility/maximum_age,duration_month,eligibility/maximum_age__years,duration_month,num,num,abs_spearman,0.2018604721099488,1.4556155722383668e-220,24161,1.3036763179196712e-219
eligibility/maximum_age,duration_year,eligibility/maximum_age__years,duration_year,num,num,abs_spearman,0.20216010866240924,3.164462917319397e-221,24161,2.841475100176978e-220
eligibility/maximum_age,sae_YN,eligibility/maximum_age__years,sae_YN,num,num,abs_spearman,0.12349386786709707,5.412583380702972e-31,8723,1.602106239177413e-30
eligibility/maximum_age,sae_rate,eligibility/maximum_age__years,sae_rate,num,num,abs_spearman,0.1779217501274655,5.780590776307045e-63,8723,2.2904849427214348e-62
eligibility/maximum_age,mortality_YN,eligibility/maximum_age__years,mortality_YN,num,num,abs_spearman,0.24214389146141949,1.3225961724532926e-116,8723,7.63458754032424e-116
eligibility/maximum_age,mortality_rate,eligibility/maximum_age__years,mortality_rate,num,num,abs_spearman,0.25276153729742623,3.179324352747693e-127,8723,1.9416787567307965e-126
eligibility/maximum_age,failure_reason,eligibility/maximum_age__years,failure_reason,num,cat,eta,0.035669162847390926,0.008992894356542595,9095,0.013252887145456114
eligibility/maximum_age,approval_outcome,eligibility/maximum_age__years,approval_outcome,num,num,abs_spearman,0.06684790671933147,3.972164992880922e-15,13782,9.257728605138298e-15
eligibility/maximum_age,execution_fail,eligibility/maximum_age__years,execution_fail,num,num,abs_spearman,0.019431413196059313,0.002159242694637756,24917,0.003331868722853554
eligibility/maximum_age,execution_pass,eligibility/maximum_age__years,execution_pass,num,num,abs_spearman,0.019431413196059313,0.002159242694637756,24917,0.003331868722853554
eligibility/maximum_age,biology_pass,eligibility/maximum_age__years,biology_pass,num,num,abs_spearman,0.03347852472825052,2.8451395042625964e-05,15624,4.901764887115777e-05
eligibility/maximum_age,biology_fail,eligibility/maximum_age__years,biology_fail,num,num,abs_spearman,0.03347852472825052,2.8451395042625964e-05,15624,4.901764887115777e-05
eligibility/maximum_age,regulatory_pass,eligibility/maximum_age__years,regulatory_pass,num,num,abs_spearman,0.06684790671933147,3.972164992880922e-15,13782,9.257728605138298e-15
eligibility/minimum_age,enrollment,eligibility/minimum_age__years,enrollment,num,num,abs_spearman,0.0005725010612881455,0.9052548696695546,43227,1.0
eligibility/minimum_age,has_expanded_access,eligibility/minimum_age__years,has_expanded_access,num,cat,eta,0.026547006795587042,3.773615270650616e-12,68427,8.17538221041826e-12
eligibility/minimum_age,icdcode,eligibility/minimum_age__years,icdcode__is_nn,num,num,abs_spearman,0.059789945980165564,5.424939723968156e-64,79650,2.1920541326499234e-63
eligibility/minimum_age,icdcode,eligibility/minimum_age__years,icdcode__n_items,num,num,abs_spearman,0.034659497805295696,1.3123663553796385e-22,79650,3.4839366577114163e-22
eligibility/minimum_age,intervention/intervention_name,eligibility/minimum_age__years,intervention/intervention_name__is_nn,num,num,abs_spearman,0.0,1.0,79650,1.0
eligibility/minimum_age,intervention/intervention_name,eligibility/minimum_age__years,intervention/intervention_name__n_items,num,num,abs_spearman,0.018601248500894705,1.5203496019310362e-07,79650,2.8604303555551437e-07
